schid,sid,size,lowinc,mobility,female,black,hispanic,retained,grade,year,math
2020,292020361,380,40.3,12.5,0,0,0,0,2,0.5,0.227
2020,292020361,380,40.3,12.5,0,0,0,0,3,1.5,0.403
2020,292020361,380,40.3,12.5,0,0,0,0,4,2.5,1.623
2020,292025081,380,40.3,12.5,0,0,0,0,0,-1.5,-1.83
2020,292025081,380,40.3,12.5,0,0,0,0,1,-0.5,-0.785
2020,292025081,380,40.3,12.5,0,0,0,0,2,0.5,0.716
2020,292025081,380,40.3,12.5,0,0,0,0,3,1.5,1.202
2020,292025081,380,40.3,12.5,0,0,0,0,4,2.5,3.055
2020,292026211,380,40.3,12.5,1,0,0,0,0,-1.5,-1.541
2020,292026211,380,40.3,12.5,1,0,0,0,1,-0.5,-0.273
2020,292026211,380,40.3,12.5,1,0,0,0,2,0.5,-0.522
2020,292026211,380,40.3,12.5,1,0,0,0,3,1.5,0.459
2020,292026211,380,40.3,12.5,1,0,0,0,4,2.5,2.099
2020,292027291,380,40.3,12.5,1,0,1,0,0,-1.5,-1.76
2020,292027291,380,40.3,12.5,1,0,1,0,1,-0.5,-0.921
2020,292027291,380,40.3,12.5,1,0,1,0,2,0.5,0.852
2020,292027291,380,40.3,12.5,1,0,1,0,3,1.5,1.748
2020,292027291,380,40.3,12.5,1,0,1,0,4,2.5,2.6
2020,292027531,380,40.3,12.5,0,0,1,0,0,-1.5,-1.83
2020,292027531,380,40.3,12.5,0,0,1,0,1,-0.5,-0.501
2020,292027531,380,40.3,12.5,0,0,1,0,2,0.5,0.114
2020,292027531,380,40.3,12.5,0,0,1,0,3,1.5,1.661
2020,292027531,380,40.3,12.5,0,0,1,0,4,2.5,2.164
2020,292028181,380,40.3,12.5,1,0,0,0,0,-1.5,-2.351
2020,292028181,380,40.3,12.5,1,0,0,0,1,-0.5,-1.505
2020,292028181,380,40.3,12.5,1,0,0,0,2,0.5,-0.725
2020,292028181,380,40.3,12.5,1,0,0,0,3,1.5,0.021
2020,292028181,380,40.3,12.5,1,0,0,0,4,2.5,1.514
2020,292028931,380,40.3,12.5,0,0,1,0,0,-1.5,-1.218
2020,292028931,380,40.3,12.5,0,0,1,0,1,-0.5,-0.273
2020,292028931,380,40.3,12.5,0,0,1,0,2,0.5,0.463
2020,292028931,380,40.3,12.5,0,0,1,0,3,1.5,0.573
2020,292028931,380,40.3,12.5,0,0,1,0,4,2.5,1.736
2020,292029071,380,40.3,12.5,1,0,0,0,0,-1.5,-1.966
2020,292029071,380,40.3,12.5,1,0,0,0,1,-0.5,-0.574
2020,292029071,380,40.3,12.5,1,0,0,0,2,0.5,0.227
2020,292029071,380,40.3,12.5,1,0,0,0,3,1.5,1.748
2020,292029071,380,40.3,12.5,1,0,0,0,4,2.5,2.231
2020,292029901,380,40.3,12.5,0,0,1,0,0,-1.5,-2.718
2020,292029901,380,40.3,12.5,0,0,1,0,1,-0.5,-1.378
2020,292029901,380,40.3,12.5,0,0,1,0,2,0.5,-0.623
2020,292029901,380,40.3,12.5,0,0,1,0,3,1.5,0.811
2020,292029901,380,40.3,12.5,0,0,1,0,4,2.5,1.973
2020,292033851,380,40.3,12.5,1,0,1,0,0,-1.5,-2.96
2020,292033851,380,40.3,12.5,1,0,1,0,1,-0.5,-1.25
2020,292033851,380,40.3,12.5,1,0,1,0,2,0.5,-0.725
2020,292033851,380,40.3,12.5,1,0,1,0,3,1.5,0.128
2020,292033851,380,40.3,12.5,1,0,1,0,4,2.5,1.514
2020,295341521,380,40.3,12.5,1,0,1,0,0,-2.5,-2.732
2020,295341521,380,40.3,12.5,1,0,1,1,0,-1.5,-1.898
2020,295341521,380,40.3,12.5,1,0,1,0,1,-0.5,-0.921
2020,295341521,380,40.3,12.5,1,0,1,0,2,0.5,0.587
2020,295341521,380,40.3,12.5,1,0,1,0,3,1.5,1.578
2020,295341521,380,40.3,12.5,1,0,1,0,4,2.5,2.3
2020,298046562,380,40.3,12.5,1,0,1,0,2,0.5,0.003
2020,298046562,380,40.3,12.5,1,0,1,0,3,1.5,0.573
2020,298046562,380,40.3,12.5,1,0,1,0,4,2.5,1.148
2020,301853741,380,40.3,12.5,1,1,0,0,0,-1.5,-0.733
2020,301853741,380,40.3,12.5,1,1,0,0,1,-0.5,-0.645
2020,301853741,380,40.3,12.5,1,1,0,0,2,0.5,1.146
2020,307407931,380,40.3,12.5,0,1,0,0,0,-1.5,-0.733
2020,307407931,380,40.3,12.5,0,1,0,0,1,-0.5,-0.112
2020,307407931,380,40.3,12.5,0,1,0,0,2,0.5,1.146
2020,307694141,380,40.3,12.5,0,1,0,0,0,-1.5,-2.474
2020,307694141,380,40.3,12.5,0,1,0,0,1,-0.5,-1.505
2020,307694141,380,40.3,12.5,0,1,0,0,2,0.5,-0.623
2020,307694141,380,40.3,12.5,0,1,0,0,3,1.5,-0.35
2040,253404261,502,83.1,18.6,0,0,1,0,0,-2.5,-2.188
2040,253404261,502,83.1,18.6,0,0,1,1,0,-1.5,-1.541
2040,253404261,502,83.1,18.6,0,0,1,0,1,-0.5,-0.351
2040,253404261,502,83.1,18.6,0,0,1,0,2,0.5,1.309
2040,253404261,502,83.1,18.6,0,0,1,0,3,1.5,1.421
2040,253404261,502,83.1,18.6,0,0,1,0,4,2.5,2.682
2040,253413681,502,83.1,18.6,1,0,1,0,0,-1.5,-3.395
2040,253413681,502,83.1,18.6,1,0,1,1,0,-0.5,-3.232
2040,253413681,502,83.1,18.6,1,0,1,0,1,0.5,-2.053
2040,270199271,502,83.1,18.6,0,1,0,0,0,-1.5,-1.987
2040,270199271,502,83.1,18.6,0,1,0,0,2,0.5,-0.419
2040,270199271,502,83.1,18.6,0,1,0,0,3,1.5,-0.244
2040,285939962,502,83.1,18.6,0,1,0,0,1,-0.5,-0.785
2040,285939962,502,83.1,18.6,0,1,0,0,2,0.5,0.587
2040,285939962,502,83.1,18.6,0,1,0,0,3,1.5,1.421
2040,288699161,502,83.1,18.6,0,0,1,0,0,-1.5,-2.162
2040,288699161,502,83.1,18.6,0,0,1,0,1,-0.5,0.241
2040,288699161,502,83.1,18.6,0,0,1,0,2,0.5,0.227
2040,288699161,502,83.1,18.6,0,0,1,0,3,1.5,1.273
2040,288699161,502,83.1,18.6,0,0,1,0,4,2.5,3.055
2040,289970511,502,83.1,18.6,0,1,0,0,0,-1.5,-1.83
2040,289970511,502,83.1,18.6,0,1,0,0,1,-0.5,-1.185
2040,289970511,502,83.1,18.6,0,1,0,0,2,0.5,0.852
2040,289970511,502,83.1,18.6,0,1,0,0,3,1.5,0.573
2040,289970511,502,83.1,18.6,0,1,0,0,4,2.5,1.736
2040,292772811,502,83.1,18.6,1,1,0,0,0,-1.5,-3.144
2040,292772811,502,83.1,18.6,1,1,0,0,1,-0.5,-2.097
2040,292772811,502,83.1,18.6,1,1,0,0,2,0.5,-0.316
2040,293550291,502,83.1,18.6,1,1,0,0,0,-1.5,-2.097
2040,293550291,502,83.1,18.6,1,1,0,0,1,-0.5,-1.314
2040,293550291,502,83.1,18.6,1,1,0,0,2,0.5,0.003
2040,293550291,502,83.1,18.6,1,1,0,0,3,1.5,0.182
2040,299680041,502,83.1,18.6,1,0,1,0,0,-1.5,-1.538
2040,299680041,502,83.1,18.6,1,0,1,0,1,-0.5,-0.942
2040,299680041,502,83.1,18.6,1,0,1,0,2,0.5,-0.522
2040,299680041,502,83.1,18.6,1,0,1,0,3,1.5,0.632
2040,299680041,502,83.1,18.6,1,0,1,0,4,2.5,1.794
2040,303652591,502,83.1,18.6,0,0,1,0,0,-1.5,-1.898
2040,303652591,502,83.1,18.6,0,0,1,0,1,-0.5,-0.716
2040,303652591,502,83.1,18.6,0,0,1,0,2,0.5,0.716
2040,303652591,502,83.1,18.6,0,0,1,0,3,1.5,1.066
2040,303652591,502,83.1,18.6,0,0,1,0,4,2.5,2.371
2040,303653561,502,83.1,18.6,1,0,1,0,0,-2.5,-3.232
2040,303653561,502,83.1,18.6,1,0,1,1,0,-1.5,-2.188
2040,303653561,502,83.1,18.6,1,0,1,0,1,-0.5,-1.464
2040,303654611,502,83.1,18.6,0,0,1,0,0,-1.5,-1.987
2040,303654611,502,83.1,18.6,0,0,1,0,1,-0.5,-1.616
2040,303654611,502,83.1,18.6,0,0,1,0,2,0.5,-1.665
2040,303654611,502,83.1,18.6,0,0,1,0,3,1.5,-0.35
2040,303654611,502,83.1,18.6,0,0,1,0,4,2.5,1.047
2040,303658951,502,83.1,18.6,0,1,0,0,0,-1.5,-1.772
2040,303658951,502,83.1,18.6,0,1,0,0,1,-0.5,-0.194
2040,303658951,502,83.1,18.6,0,1,0,0,2,0.5,1.678
2040,303660691,502,83.1,18.6,1,1,0,0,0,-1.5,-2.188
2040,303660691,502,83.1,18.6,1,1,0,0,1,-0.5,-1.568
2040,303660691,502,83.1,18.6,1,1,0,0,2,0.5,-1.236
2040,303660691,502,83.1,18.6,1,1,0,0,3,1.5,-0.244
2040,303662391,502,83.1,18.6,0,1,0,0,0,-2.5,-3.395
2040,303662391,502,83.1,18.6,0,1,0,1,0,-1.5,-2.474
2040,303662391,502,83.1,18.6,0,1,0,0,1,-0.5,-1.966
2040,303662391,502,83.1,18.6,0,1,0,0,2,0.5,-0.928
2040,303662391,502,83.1,18.6,0,1,0,0,3,1.5,0.182
2040,303662391,502,83.1,18.6,0,1,0,0,4,2.5,0.798
2040,303663601,502,83.1,18.6,1,0,0,0,0,-2.5,-3.232
2040,303663601,502,83.1,18.6,1,0,0,1,0,-1.5,-2.535
2040,303663601,502,83.1,18.6,1,0,0,0,1,-0.5,-0.785
2040,303663601,502,83.1,18.6,1,0,0,0,2,0.5,0.343
2040,303663601,502,83.1,18.6,1,0,0,0,3,1.5,0.573
2040,303663601,502,83.1,18.6,1,0,0,0,4,2.5,1.302
2040,303668751,502,83.1,18.6,1,0,0,0,0,-1.5,-1.276
2040,303668751,502,83.1,18.6,1,0,0,0,1,-0.5,0.338
2040,303668751,502,83.1,18.6,1,0,0,0,2,0.5,0.852
2040,303668751,502,83.1,18.6,1,0,0,0,3,1.5,0.128
2040,303668751,502,83.1,18.6,1,0,0,0,4,2.5,2.3
2040,303671891,502,83.1,18.6,1,1,0,0,0,-2.5,-3.232
2040,303671891,502,83.1,18.6,1,1,0,1,0,-1.5,-2.225
2040,303671891,502,83.1,18.6,1,1,0,0,1,-0.5,-0.988
2040,303671891,502,83.1,18.6,1,1,0,0,2,0.5,-1.236
2040,303671891,502,83.1,18.6,1,1,0,0,3,1.5,0.021
2040,303672001,502,83.1,18.6,0,1,0,0,0,-1.5,-1.13
2040,303672001,502,83.1,18.6,0,1,0,0,1,-0.5,-0.427
2040,303672001,502,83.1,18.6,0,1,0,0,2,0.5,0.995
2040,303672861,502,83.1,18.6,0,0,1,0,0,-1.5,-2.377
2040,303672861,502,83.1,18.6,0,0,1,0,1,-0.5,-0.427
2040,303672861,502,83.1,18.6,0,0,1,0,2,0.5,0.995
2040,303673321,502,83.1,18.6,1,0,1,0,0,-1.5,-2.377
2040,303673321,502,83.1,18.6,1,0,1,0,2,0.5,-1.236
2040,303673321,502,83.1,18.6,1,0,1,0,3,1.5,-0.725
2040,303673321,502,83.1,18.6,1,0,1,0,4,2.5,0.65
2180,245048322,777,96.6,44.4,0,1,0,0,2,0.5,-0.623
2180,245048322,777,96.6,44.4,0,1,0,0,3,1.5,0.516
2180,245048322,777,96.6,44.4,0,1,0,0,4,2.5,0.551
2180,257495101,777,96.6,44.4,1,1,0,0,0,-1.5,-1.898
2180,257495101,777,96.6,44.4,1,1,0,0,1,-0.5,-0.351
2180,257495101,777,96.6,44.4,1,1,0,0,2,0.5,0.343
2180,257495101,777,96.6,44.4,1,1,0,0,3,1.5,0.573
2180,257495101,777,96.6,44.4,1,1,0,0,4,2.5,1.302
2180,267638781,777,96.6,44.4,0,1,0,0,0,-1.5,-0.221
2180,267638781,777,96.6,44.4,0,1,0,0,1,-0.5,-0.351
2180,267638781,777,96.6,44.4,0,1,0,0,2,0.5,0.227
2180,267638781,777,96.6,44.4,0,1,0,0,3,1.5,0.128
2180,267638781,777,96.6,44.4,0,1,0,0,4,2.5,1.199
2180,272929842,777,96.6,44.4,1,1,0,0,2,0.5,0.852
2180,272929842,777,96.6,44.4,1,1,0,0,3,1.5,0.573
2180,272929842,777,96.6,44.4,1,1,0,0,4,2.5,1.736
2180,274924871,777,96.6,44.4,0,1,0,0,0,-2.5,-4.096
2180,274924871,777,96.6,44.4,0,1,0,1,0,-1.5,-2.097
2180,274924871,777,96.6,44.4,0,1,0,0,1,-0.5,-2.136
2180,285387072,777,96.6,44.4,0,1,0,0,2,0.5,-1.894
2180,285387072,777,96.6,44.4,0,1,0,0,3,1.5,-0.403
2180,285387072,777,96.6,44.4,0,1,0,0,4,2.5,0.452
2180,285580822,777,96.6,44.4,1,1,0,0,1,-0.5,-0.988
2180,285580822,777,96.6,44.4,1,1,0,0,2,0.5,-0.725
2180,285580822,777,96.6,44.4,1,1,0,0,3,1.5,0.074
2180,285580822,777,96.6,44.4,1,1,0,0,4,2.5,0.749
2180,292777881,777,96.6,44.4,1,1,0,0,0,-1.5,-2.225
2180,292777881,777,96.6,44.4,1,1,0,0,1,-0.5,-1.568
2180,292777881,777,96.6,44.4,1,1,0,0,2,0.5,-0.522
2180,292777881,777,96.6,44.4,1,1,0,0,3,1.5,0.292
2180,292777881,777,96.6,44.4,1,1,0,0,4,2.5,1.354
2180,292779072,777,96.6,44.4,1,1,0,0,1,-0.5,-1.568
2180,292779072,777,96.6,44.4,1,1,0,0,2,0.5,-0.725
2180,292779072,777,96.6,44.4,1,1,0,0,3,1.5,0.237
2180,292779072,777,96.6,44.4,1,1,0,0,4,2.5,0.947
2180,292780081,777,96.6,44.4,1,1,0,0,0,-1.5,-2.162
2180,292780081,777,96.6,44.4,1,1,0,0,1,-0.5,-1.568
2180,292780081,777,96.6,44.4,1,1,0,0,2,0.5,-1.555
2180,292780321,777,96.6,44.4,1,1,0,0,0,-1.5,-1.038
2180,292780321,777,96.6,44.4,1,1,0,0,1,-0.5,-0.351
2180,292780321,777,96.6,44.4,1,1,0,0,2,0.5,-0.316
2180,292780321,777,96.6,44.4,1,1,0,0,3,1.5,0.573
2180,292780321,777,96.6,44.4,1,1,0,0,4,2.5,1.407
2180,292780401,777,96.6,44.4,1,1,0,0,0,-1.5,-4.258
2180,292780401,777,96.6,44.4,1,1,0,1,0,-0.5,-2.535
2180,292780401,777,96.6,44.4,1,1,0,0,1,0.5,-2.053
2180,292780401,777,96.6,44.4,1,1,0,0,2,1.5,-2.64
2180,292780401,777,96.6,44.4,1,1,0,0,3,2.5,-1.229
2180,292781561,777,96.6,44.4,1,1,0,0,0,-1.5,-1.218
2180,292781561,777,96.6,44.4,1,1,0,0,1,-0.5,-0.351
2180,292781561,777,96.6,44.4,1,1,0,0,2,0.5,0.587
2180,292783851,777,96.6,44.4,0,1,0,0,0,-1.5,-3.021
2180,292783851,777,96.6,44.4,0,1,0,0,1,-0.5,-0.194
2180,292783851,777,96.6,44.4,0,1,0,0,2,0.5,-1.555
2180,292783851,777,96.6,44.4,0,1,0,0,3,1.5,0.237
2180,292783851,777,96.6,44.4,0,1,0,0,4,2.5,1.199
2180,292785041,777,96.6,44.4,0,1,0,0,0,-2.5,-4.096
2180,292785041,777,96.6,44.4,0,1,0,1,0,-1.5,-1.76
2180,292785041,777,96.6,44.4,0,1,0,0,1,-0.5,-1.185
2180,292785041,777,96.6,44.4,0,1,0,0,2,0.5,-1.132
2180,292785981,777,96.6,44.4,1,1,0,0,0,-1.5,-2.474
2180,292785981,777,96.6,44.4,1,1,0,0,1,-0.5,-2.528
2180,292785981,777,96.6,44.4,1,1,0,0,2,0.5,-2.406
2180,292785981,777,96.6,44.4,1,1,0,0,3,1.5,-1.235
2180,292785981,777,96.6,44.4,1,1,0,0,4,2.5,-0.835
2180,292786951,777,96.6,44.4,1,1,0,0,0,-1.5,-1.966
2180,292786951,777,96.6,44.4,1,1,0,0,1,-0.5,-1.12
2180,292786951,777,96.6,44.4,1,1,0,0,2,0.5,0.003
2180,292786951,777,96.6,44.4,1,1,0,0,3,1.5,0.292
2180,292786951,777,96.6,44.4,1,1,0,0,4,2.5,1.46
2180,292789111,777,96.6,44.4,0,1,0,0,0,-1.5,-1.83
2180,292789111,777,96.6,44.4,0,1,0,1,0,-0.5,-1.898
2180,292789111,777,96.6,44.4,0,1,0,0,1,0.5,-1.295
2180,292789111,777,96.6,44.4,0,1,0,0,2,1.5,-0.702
2180,292789111,777,96.6,44.4,0,1,0,0,3,2.5,-0.703
2180,292789461,777,96.6,44.4,0,1,0,0,0,-2.5,-3.525
2180,292789461,777,96.6,44.4,0,1,0,1,0,-1.5,-0.365
2180,292789461,777,96.6,44.4,0,1,0,0,1,-0.5,-0.574
2180,292791601,777,96.6,44.4,0,1,0,0,0,-1.5,0.893
2180,292791601,777,96.6,44.4,0,1,0,0,1,-0.5,0.546
2180,292791601,777,96.6,44.4,0,1,0,0,2,0.5,1.485
2180,292791601,777,96.6,44.4,0,1,0,0,3,1.5,1.134
2180,292791601,777,96.6,44.4,0,1,0,0,4,2.5,1.623
2180,292792411,777,96.6,44.4,0,1,0,0,0,-1.5,-3.144
2180,292792411,777,96.6,44.4,0,1,0,1,0,-0.5,-2.162
2180,292792411,777,96.6,44.4,0,1,0,0,1,0.5,-2.053
2180,292792411,777,96.6,44.4,0,1,0,0,2,1.5,0.22
2180,292792411,777,96.6,44.4,0,1,0,0,3,2.5,0.811
2180,292793731,777,96.6,44.4,0,1,0,0,0,-1.5,-1.541
2180,292793731,777,96.6,44.4,0,1,0,0,1,-0.5,-2.461
2180,292793731,777,96.6,44.4,0,1,0,0,2,0.5,-1.555
2180,292793731,777,96.6,44.4,0,1,0,0,3,1.5,-0.616
2180,292793731,777,96.6,44.4,0,1,0,0,4,2.5,0.749
2180,292794382,777,96.6,44.4,0,1,0,0,1,-0.5,0.658
2180,292794382,777,96.6,44.4,0,1,0,0,2,0.5,0.003
2180,292794382,777,96.6,44.4,0,1,0,0,3,1.5,0.873
2180,292794382,777,96.6,44.4,0,1,0,0,4,2.5,0.848
2180,292795191,777,96.6,44.4,0,1,0,0,0,-1.5,-1.83
2180,292795191,777,96.6,44.4,0,1,0,0,1,-0.5,-2.136
2180,292795191,777,96.6,44.4,0,1,0,0,2,0.5,-1.236
2180,292795191,777,96.6,44.4,0,1,0,0,3,1.5,0.292
2180,292795191,777,96.6,44.4,0,1,0,0,4,2.5,-0.116
2180,296340762,777,96.6,44.4,0,1,0,0,1,0.5,-1.934
2180,296340762,777,96.6,44.4,0,1,0,0,2,1.5,-0.823
2180,296340762,777,96.6,44.4,0,1,0,0,3,2.5,-0.264
2180,296476662,777,96.6,44.4,1,1,0,0,1,0.5,-1.757
2180,296476662,777,96.6,44.4,1,1,0,0,2,1.5,-1.732
2180,296476662,777,96.6,44.4,1,1,0,0,3,2.5,-0.759
2180,301942171,777,96.6,44.4,1,1,0,0,0,-1.5,-2.96
2180,301942171,777,96.6,44.4,1,1,0,1,0,-0.5,-2.032
2180,301942171,777,96.6,44.4,1,1,0,0,1,0.5,-1.468
2180,301942171,777,96.6,44.4,1,1,0,0,2,1.5,-1.608
2180,301942171,777,96.6,44.4,1,1,0,0,4,2.5,-1.229
2180,301943061,777,96.6,44.4,1,1,0,0,0,-1.5,-3.46
2180,301943061,777,96.6,44.4,1,1,0,1,0,-0.5,-2.474
2180,301943061,777,96.6,44.4,1,1,0,0,1,0.5,-1.295
2180,301943061,777,96.6,44.4,1,1,0,0,2,1.5,-1.303
2180,301943061,777,96.6,44.4,1,1,0,0,3,2.5,-0.264
2180,301943491,777,96.6,44.4,0,1,0,0,0,-1.5,-2.097
2180,301943491,777,96.6,44.4,0,1,0,0,1,-0.5,-2.009
2180,301943491,777,96.6,44.4,0,1,0,0,2,0.5,-1.236
2180,301950511,777,96.6,44.4,1,1,0,0,0,-1.5,-2.032
2180,301950511,777,96.6,44.4,1,1,0,0,1,-0.5,-1.568
2180,301950511,777,96.6,44.4,1,1,0,0,2,0.5,-1.778
2180,301950511,777,96.6,44.4,1,1,0,0,3,1.5,-0.945
2180,301950511,777,96.6,44.4,1,1,0,0,4,2.5,-0.975
2180,301952481,777,96.6,44.4,1,1,0,0,0,-1.5,-2.596
2180,301952481,777,96.6,44.4,1,1,0,0,1,-0.5,-2.873
2180,301952481,777,96.6,44.4,1,1,0,0,2,0.5,-1.778
2180,301952481,777,96.6,44.4,1,1,0,0,3,1.5,-1.296
2180,301952481,777,96.6,44.4,1,1,0,0,4,2.5,0.352
2180,301952721,777,96.6,44.4,1,1,0,0,0,-1.5,-2.657
2180,301952721,777,96.6,44.4,1,1,0,0,1,-0.5,-2.136
2180,301952721,777,96.6,44.4,1,1,0,0,2,0.5,-0.725
2180,301953961,777,96.6,44.4,1,1,0,0,0,-1.5,-0.221
2180,301953961,777,96.6,44.4,1,1,0,0,1,-0.5,-0.785
2180,301953961,777,96.6,44.4,1,1,0,0,2,0.5,0.995
2180,302132542,777,96.6,44.4,1,1,0,0,1,-0.5,-0.365
2180,302132542,777,96.6,44.4,1,1,0,0,2,0.5,0.003
2180,302132542,777,96.6,44.4,1,1,0,0,3,1.5,0.751
2180,302132542,777,96.6,44.4,1,1,0,0,4,2.5,0.848
2180,303478033,777,96.6,44.4,1,1,0,0,2,0.5,0.343
2180,303478033,777,96.6,44.4,1,1,0,0,3,1.5,1.498
2180,303478033,777,96.6,44.4,1,1,0,0,4,2.5,2.231
2180,304796611,777,96.6,44.4,0,1,0,0,0,-1.5,-0.733
2180,304796611,777,96.6,44.4,0,1,0,0,1,-0.5,-0.194
2180,304796611,777,96.6,44.4,0,1,0,0,2,0.5,0.716
2180,304796611,777,96.6,44.4,0,1,0,0,3,1.5,0.691
2180,308819582,777,96.6,44.4,1,1,0,0,1,-0.5,-2.009
2180,308819582,777,96.6,44.4,1,1,0,0,2,0.5,-1.665
2180,308819582,777,96.6,44.4,1,1,0,0,3,1.5,-0.456
2180,308819582,777,96.6,44.4,1,1,0,0,4,2.5,0.352
2180,308845071,777,96.6,44.4,0,1,0,0,0,-1.5,-1.898
2180,308845071,777,96.6,44.4,0,1,0,0,1,-0.5,1.194
2180,308845071,777,96.6,44.4,0,1,0,0,2,0.5,0.343
2180,314334872,777,96.6,44.4,1,1,0,0,1,-0.5,-1.054
2180,314334872,777,96.6,44.4,1,1,0,0,2,0.5,-0.522
2180,314334872,777,96.6,44.4,1,1,0,0,3,1.5,0.573
2180,314334872,777,96.6,44.4,1,1,0,0,4,2.5,1.514
2180,316222631,777,96.6,44.4,1,1,0,0,0,-1.5,-1.898
2180,316222631,777,96.6,44.4,1,1,0,0,1,-0.5,-1.694
2180,316222631,777,96.6,44.4,1,1,0,0,2,0.5,-1.665
2180,316222631,777,96.6,44.4,1,1,0,0,3,1.5,-0.244
2180,316225061,777,96.6,44.4,0,1,0,0,0,-1.5,-2.097
2180,316225061,777,96.6,44.4,0,1,0,1,0,-0.5,-2.225
2180,316225061,777,96.6,44.4,0,1,0,0,1,0.5,-2.235
2180,316225061,777,96.6,44.4,0,1,0,0,2,1.5,-0.762
2180,316225061,777,96.6,44.4,0,1,0,0,3,2.5,-0.873
2330,200373691,800,78.9,31.7,0,1,0,0,0,-1.5,-1.616
2330,200373691,800,78.9,31.7,0,1,0,0,1,-0.5,-1.83
2330,200373691,800,78.9,31.7,0,1,0,0,2,0.5,-1.132
2330,200373691,800,78.9,31.7,0,1,0,0,3,1.5,-0.616
2330,200373691,800,78.9,31.7,0,1,0,0,4,2.5,-0.062
2330,266889302,800,78.9,31.7,1,1,0,0,1,-0.5,-2.395
2330,266889302,800,78.9,31.7,1,1,0,0,2,0.5,0.003
2330,266889302,800,78.9,31.7,1,1,0,0,3,1.5,-1.42
2330,266889302,800,78.9,31.7,1,1,0,0,4,2.5,-0.225
2330,278630191,800,78.9,31.7,0,1,0,0,0,-2.5,-2.413
2330,278630191,800,78.9,31.7,0,1,0,1,0,-1.5,-1.384
2330,278630191,800,78.9,31.7,0,1,0,0,1,-0.5,-0.427
2330,278630191,800,78.9,31.7,0,1,0,0,2,0.5,0.114
2330,278630191,800,78.9,31.7,0,1,0,0,3,1.5,0.573
2330,278630191,800,78.9,31.7,0,1,0,0,4,2.5,1.047
2330,281014733,800,78.9,31.7,1,1,0,0,2,0.5,-1.894
2330,281014733,800,78.9,31.7,1,1,0,0,3,1.5,-1.235
2330,281014733,800,78.9,31.7,1,1,0,0,4,2.5,0.044
2330,284231521,800,78.9,31.7,1,1,0,0,0,-1.5,-2.162
2330,284231521,800,78.9,31.7,1,1,0,0,1,-0.5,-2.136
2330,284231521,800,78.9,31.7,1,1,0,0,2,0.5,-0.522
2330,284231521,800,78.9,31.7,1,1,0,0,3,1.5,0.632
2330,284231521,800,78.9,31.7,1,1,0,0,4,2.5,1.25
2330,288950542,800,78.9,31.7,0,1,0,0,2,0.5,0.716
2330,288950542,800,78.9,31.7,0,1,0,0,3,1.5,0.237
2330,288950542,800,78.9,31.7,0,1,0,0,4,2.5,0.897
2330,289370593,800,78.9,31.7,1,1,0,0,2,0.5,2.14
2330,289370593,800,78.9,31.7,1,1,0,0,3,1.5,-0.403
2330,289370593,800,78.9,31.7,1,1,0,0,4,2.5,1.148
2330,289764962,800,78.9,31.7,0,1,0,0,2,0.5,0.587
2330,289764962,800,78.9,31.7,0,1,0,0,3,1.5,0.237
2330,289764962,800,78.9,31.7,0,1,0,0,4,2.5,2.231
