sid,int,slope,date,score
48,13.997652947384731,20.694208392541725,2019-05-06,79.17141721943082
48,13.997652947384731,20.694208392541725,2019-06-02,95.50745532078534
48,13.997652947384731,20.694208392541725,2019-05-10,82.88387141169041
48,13.997652947384731,20.694208392541725,2019-05-11,82.33455706320049
48,13.997652947384731,20.694208392541725,2019-06-01,96.77532813665641
48,13.997652947384731,20.694208392541725,2019-05-25,92.7846151659256
48,13.997652947384731,20.694208392541725,2019-05-14,86.28765676634471
49,9.6733810040755,21.375495533757352,2019-06-02,90.59679467238017
49,9.6733810040755,21.375495533757352,2019-05-05,77.39956380112798
49,9.6733810040755,21.375495533757352,2019-06-04,93.19984521453942
50,17.755053598165343,22.31000919434974,2019-04-20,61.44147487360916
50,17.755053598165343,22.31000919434974,2019-05-04,86.96804309760688
50,17.755053598165343,22.31000919434974,2019-06-06,105.97024618838688
50,17.755053598165343,22.31000919434974,2019-05-10,93.19773799289985
50,17.755053598165343,22.31000919434974,2019-06-05,106.63194978929111
50,17.755053598165343,22.31000919434974,2019-05-21,99.60172485986719
50,17.755053598165343,22.31000919434974,2019-05-23,100.31205282781204
51,19.82266197144024,21.396368850209612,2019-05-30,104.24294496857156
51,19.82266197144024,21.396368850209612,2019-04-18,57.52295192287504
51,19.82266197144024,21.396368850209612,2019-05-27,102.09616816293402
52,26.538201796765716,31.33249176798029,2019-04-24,103.76448955022475
52,26.538201796765716,31.33249176798029,2019-05-17,135.8314417140168
52,26.538201796765716,31.33249176798029,2019-05-16,136.9999245678921
52,26.538201796765716,31.33249176798029,2019-04-22,93.64813647709039
52,26.538201796765716,31.33249176798029,2019-05-18,138.51471918527355
52,26.538201796765716,31.33249176798029,2019-04-19,86.42492726618332
52,26.538201796765716,31.33249176798029,2019-04-14,43.91091067963136
52,26.538201796765716,31.33249176798029,2019-04-22,94.33725473987198
53,24.461849816610126,24.82463793319108,2019-04-17,61.50328743196917
53,24.461849816610126,24.82463793319108,2019-05-08,107.32463205497756
53,24.461849816610126,24.82463793319108,2019-05-03,99.86361231165276
53,24.461849816610126,24.82463793319108,2019-04-21,78.36175300260952
53,24.461849816610126,24.82463793319108,2019-05-22,116.14699892363228
54,16.034662641573473,19.96033305723891,2019-04-20,57.861492787445165
54,16.034662641573473,19.96033305723891,2019-04-28,70.23912017610584
54,16.034662641573473,19.96033305723891,2019-06-07,96.54559877506534
54,16.034662641573473,19.96033305723891,2019-05-15,87.53046305544683
54,16.034662641573473,19.96033305723891,2019-04-18,48.45716754235092
54,16.034662641573473,19.96033305723891,2019-05-31,94.8392971572424
54,16.034662641573473,19.96033305723891,2019-04-24,65.38600741867698
55,18.225949014978152,20.529813521730418,2019-06-07,101.06921550406896
55,18.225949014978152,20.529813521730418,2019-04-29,74.30365743653387
55,18.225949014978152,20.529813521730418,2019-04-26,72.65576832967704
55,18.225949014978152,20.529813521730418,2019-05-15,88.58738764181503
55,18.225949014978152,20.529813521730418,2019-04-22,61.89492791704304
55,18.225949014978152,20.529813521730418,2019-06-07,98.37239696126318
55,18.225949014978152,20.529813521730418,2019-05-19,92.2718138994671
55,18.225949014978152,20.529813521730418,2019-05-05,83.16074485960436
56,23.429306863834295,26.278071316544168,2019-04-19,74.38158684716758
56,23.429306863834295,26.278071316544168,2019-05-18,118.98231076630672
56,23.429306863834295,26.278071316544168,2019-05-15,114.17791407978274
56,23.429306863834295,26.278071316544168,2019-04-23,84.34382427442239
56,23.429306863834295,26.278071316544168,2019-05-27,123.91789310471684
56,23.429306863834295,26.278071316544168,2019-04-22,84.29976600226321
57,28.649977415939762,26.688690394495982,2019-05-16,121.75800794046492
57,28.649977415939762,26.688690394495982,2019-04-14,41.22228237970298
57,28.649977415939762,26.688690394495982,2019-05-28,129.34476871231064
57,28.649977415939762,26.688690394495982,2019-05-20,125.12277117946829
57,28.649977415939762,26.688690394495982,2019-04-19,78.04136053251626
58,19.41406437901019,26.5297918873319,2019-05-19,113.61827195784225
58,19.41406437901019,26.5297918873319,2019-06-07,125.28696008936129
58,19.41406437901019,26.5297918873319,2019-05-05,102.3242060012913
58,19.41406437901019,26.5297918873319,2019-06-02,124.35284809796043
58,19.41406437901019,26.5297918873319,2019-04-23,82.42748362254295
58,19.41406437901019,26.5297918873319,2019-04-29,92.88195890938104
58,19.41406437901019,26.5297918873319,2019-05-15,112.52012839191872
58,19.41406437901019,26.5297918873319,2019-05-01,95.6258481506334
59,20.219261068536095,24.635244554491603,2019-05-04,96.91713167649549
59,20.219261068536095,24.635244554491603,2019-06-05,117.73592072604404
59,20.219261068536095,24.635244554491603,2019-05-07,99.32779894732853
59,20.219261068536095,24.635244554491603,2019-05-22,111.37702729500248
60,23.61824296587729,27.686698629497215,2019-05-10,113.25810364233097
60,23.61824296587729,27.686698629497215,2019-04-27,96.11533221926581
60,23.61824296587729,27.686698629497215,2019-05-02,107.36873433953777
60,23.61824296587729,27.686698629497215,2019-05-12,115.8819454865163
60,23.61824296587729,27.686698629497215,2019-05-08,112.91206539501171
60,23.61824296587729,27.686698629497215,2019-05-19,124.42375442620688
61,23.570364963442493,24.581743538091963,2019-04-24,83.30884472328935
61,23.570364963442493,24.581743538091963,2019-05-27,118.71268853653285
61,23.570364963442493,24.581743538091963,2019-05-26,119.6567460044725
61,23.570364963442493,24.581743538091963,2019-05-15,108.11207261305073
62,28.064611237682666,23.324867204914458,2019-04-25,85.77406001326082
62,28.064611237682666,23.324867204914458,2019-04-20,75.87225265120341
62,28.064611237682666,23.324867204914458,2019-05-16,110.1188923406358
62,28.064611237682666,23.324867204914458,2019-05-10,106.37230268155581
62,28.064611237682666,23.324867204914458,2019-05-23,114.44347091321677
62,28.064611237682666,23.324867204914458,2019-05-20,113.41076340196759
62,28.064611237682666,23.324867204914458,2019-04-29,93.01411506508576
63,28.61387349387219,30.989474282486615,2019-04-20,91.30963220447569
63,28.61387349387219,30.989474282486615,2019-05-15,137.7518895103278
63,28.61387349387219,30.989474282486615,2019-04-23,103.80743574008989
63,28.61387349387219,30.989474282486615,2019-05-26,146.82313501519582
63,28.61387349387219,30.989474282486615,2019-06-02,152.42218013500403
63,28.61387349387219,30.989474282486615,2019-05-02,120.80522893286332
63,28.61387349387219,30.989474282486615,2019-05-24,144.01362525934564
64,22.175117135987005,19.850639013441093,2019-04-21,61.537008718651826
64,22.175117135987005,19.850639013441093,2019-05-01,79.52806100766202
64,22.175117135987005,19.850639013441093,2019-05-24,95.9644392354458
65,20.800182376066655,24.872503836635165,2019-05-08,102.89114961430437
65,20.800182376066655,24.872503836635165,2019-06-05,119.20071458372715
65,20.800182376066655,24.872503836635165,2019-04-25,83.25717262865875
65,20.800182376066655,24.872503836635165,2019-05-21,112.54065162477691
65,20.800182376066655,24.872503836635165,2019-04-19,69.02772581136897
65,20.800182376066655,24.872503836635165,2019-04-18,61.11937980827109
66,21.604287292328202,27.28758682681892,2019-05-24,122.34373919726207
66,21.604287292328202,27.28758682681892,2019-05-01,101.41371794462731
66,21.604287292328202,27.28758682681892,2019-04-29,100.36316825937578
66,21.604287292328202,27.28758682681892,2019-06-04,128.73381452707633
66,21.604287292328202,27.28758682681892,2019-04-15,46.95463941665784
66,21.604287292328202,27.28758682681892,2019-05-23,122.05902136291917
66,21.604287292328202,27.28758682681892,2019-05-26,123.40394557699453
66,21.604287292328202,27.28758682681892,2019-04-14,39.44649206246196
67,24.495347232043674,26.54127789471425,2019-05-22,118.93687114233867
67,24.495347232043674,26.54127789471425,2019-05-01,100.4616116886664
67,24.495347232043674,26.54127789471425,2019-06-03,127.77723266182619
68,23.26163601477006,22.842904604512018,2019-06-06,112.5049170997922
68,23.26163601477006,22.842904604512018,2019-06-07,114.96884410134699
68,23.26163601477006,22.842904604512018,2019-04-25,81.87707556979954
68,23.26163601477006,22.842904604512018,2019-05-21,107.05239267279302
68,23.26163601477006,22.842904604512018,2019-04-23,78.186768748978
68,23.26163601477006,22.842904604512018,2019-04-23,76.13834233560891
69,25.47081790037281,28.593276089723304,2019-04-16,64.86872520042077
69,25.47081790037281,28.593276089723304,2019-04-19,77.17685350775422
69,25.47081790037281,28.593276089723304,2019-05-05,114.67179459530752
69,25.47081790037281,28.593276089723304,2019-04-27,99.2002162557997
70,26.39011092479482,22.941681028638317,2019-04-24,82.104400204385
70,26.39011092479482,22.941681028638317,2019-05-17,106.84324891044903
70,26.39011092479482,22.941681028638317,2019-04-24,83.59402736040609
71,19.132793476686462,24.318749366397544,2019-04-29,86.18050683607845
71,19.132793476686462,24.318749366397544,2019-05-14,100.89867596458657
71,19.132793476686462,24.318749366397544,2019-04-26,78.5617849743529
71,19.132793476686462,24.318749366397544,2019-05-28,111.6648145199901
72,24.208809568411958,19.734306022457744,2019-04-26,75.39898551127355
72,24.208809568411958,19.734306022457744,2019-05-18,95.05666138317179
72,24.208809568411958,19.734306022457744,2019-05-05,83.08625015780304
72,24.208809568411958,19.734306022457744,2019-06-01,99.80703859143479
72,24.208809568411958,19.734306022457744,2019-05-07,86.98254082532405
73,17.33238300628315,24.53421203143865,2019-05-12,99.3570625373097
73,17.33238300628315,24.53421203143865,2019-06-04,113.48008854867683
73,17.33238300628315,24.53421203143865,2019-05-08,97.32940796728757
73,17.33238300628315,24.53421203143865,2019-04-28,84.23297087395568
73,17.33238300628315,24.53421203143865,2019-05-21,107.83327202196887
73,17.33238300628315,24.53421203143865,2019-05-18,105.37772978285643
73,17.33238300628315,24.53421203143865,2019-06-01,112.62066946125879
73,17.33238300628315,24.53421203143865,2019-06-05,114.04329177401604
74,19.017202415817412,29.458099576348886,2019-05-31,134.13838697800844
74,19.017202415817412,29.458099576348886,2019-04-24,90.78860214811556
74,19.017202415817412,29.458099576348886,2019-05-31,135.64235442234923
74,19.017202415817412,29.458099576348886,2019-04-26,93.73877499083548
74,19.017202415817412,29.458099576348886,2019-05-29,131.0140843672673
74,19.017202415817412,29.458099576348886,2019-06-05,137.40651621781728
74,19.017202415817412,29.458099576348886,2019-05-31,133.48254643089737
75,22.30573143629693,26.610076164576764,2019-04-20,73.62953129146118
75,22.30573143629693,26.610076164576764,2019-06-02,129.02585772180117
75,22.30573143629693,26.610076164576764,2019-05-11,113.8223318194414
75,22.30573143629693,26.610076164576764,2019-05-13,113.99290921990291
75,22.30573143629693,26.610076164576764,2019-05-13,114.35353857671257
