id,lnw,exper,ged,black,hispanic,hgc,uerate
134,2.931,10.038,1,0,0,11,5.195
134,2.764,10.818,1,0,0,11,6.195
145,1.562,0.235,0,0,0,10,8.4
145,1.476,0.828,1,0,0,10,6.395
145,1.596,1.828,1,0,0,10,5.895
145,1.885,2.488,1,0,0,10,5.095
145,2.036,3.699,1,0,0,10,3.595
145,1.771,4.776,1,0,0,10,2.795
145,1.878,5.641,1,0,0,10,3.195
145,1.753,6.68,1,0,0,10,5.195
145,1.906,7.1,1,0,0,10,6.195
155,1.776,0.985,0,0,0,9,6.695
155,2.078,2.023,0,0,0,9,6.695
155,1.535,2.966,0,0,0,9,12.6
155,2.162,3.834,0,0,0,9,4.895
155,2.32,4.563,0,0,0,9,13.6
155,1.727,5.717,0,0,0,9,6.873889
155,2.219,7.14,0,0,0,9,6.873889
155,2.461,7.967,0,0,0,9,2.795
155,2.333,8.937,0,0,0,9,3.195
155,2.612,9.707,0,0,0,9,5.195
155,2.637,10.437,0,0,0,9,6.195
173,1.559,0.188,0,0,0,9,5.495
173,1.693,0.8,0,0,0,9,7.9
173,1.976,2.184,0,0,0,9,8.2
173,2.027,4.454,0,0,0,9,4.195
173,2.016,5.377,0,0,0,9,4.495
173,2.335,6.396,0,0,0,9,6.195
206,2.028,1.874,0,0,0,10,9.2
206,2.297,2.814,0,0,0,10,11
206,2.482,4.314,0,0,0,10,6.295
207,1.58,0.525,0,0,0,8,9.6
207,1.749,1.679,0,0,0,8,9.2
207,1.931,2.698,0,0,0,8,11
207,1.863,3.46,0,0,0,8,8.4
207,2.224,4.498,0,0,0,8,8.2
207,2.052,5.46,0,0,0,8,7.3
207,2.155,6.69,0,0,0,8,5.395
207,2.177,7.729,0,0,0,8,4.195
207,2.576,8.609,0,0,0,8,4.495
207,2.659,9.441,0,0,0,8,6.195
207,2.263,10.307,0,0,0,8,7.6
222,3.456,0.013,0,1,0,9,8
222,1.314,0.529,0,1,0,9,8.4
222,1.515,0.804,0,1,0,9,7.3
222,1.635,1.161,0,1,0,9,5.395
222,1.707,1.973,0,1,0,9,4.195
222,1.555,2.24,0,1,0,9,4.495
222,1.792,2.768,0,1,0,9,6.195
223,1.749,0.864,0,1,0,8,9.2
223,1.563,1.806,0,1,0,8,6.18
223,1.51,2.883,0,1,0,8,6.18
223,1.765,4.076,0,1,0,8,6.18
223,1.627,4.968,0,1,0,8,6.18
223,2.534,5.896,0,1,0,8,5.395
223,1.83,7.146,0,1,0,8,4.195
223,2.13,8.031,0,1,0,8,4.495
223,2.14,9.031,0,1,0,8,6.195
223,2.185,9.877,0,1,0,8,7.6
226,1.54,0.625,0,0,1,8,9.6
226,0.927,0.755,1,0,1,8,7.3
226,2.008,1.858,1,0,1,8,5.395
226,1.89,2.978,1,0,1,8,4.195
226,1.997,3.418,1,0,1,8,4.495
234,1.571,1.096,1,0,0,9,9.6
234,1.535,2.346,1,0,0,9,13.6
234,1.675,3.358,1,0,0,9,8.8
234,1.873,4.416,1,0,0,9,6.395
234,1.707,5.916,1,0,0,9,5.495
234,1.558,7.416,1,0,0,9,4.995
234,2.005,8.358,1,0,0,9,7.3
241,1.517,0.364,1,0,0,7,12.1
241,1.381,1.46,1,0,0,7,13.6
241,1.856,2.402,1,0,0,7,10
241,2.001,3.422,1,0,0,7,8.1
241,2.665,4.441,1,0,0,7,4.595
241,2.2,5.537,1,0,0,7,7.5
241,1.707,7.018,1,0,0,7,6.195
241,2.066,7.749,1,0,0,7,6.9
248,1.964,0.505,0,0,0,8,8.8
248,1.47,0.755,1,0,0,8,13.6
248,1.449,1.15,1,0,0,8,10
248,2.224,1.4,1,0,0,8,8.1
248,2.259,2.477,1,0,0,8,8.8
248,2.124,3.938,1,0,0,8,6.395
248,1.484,5.054,1,0,0,8,5.495
248,1.364,5.845,1,0,0,8,5.695
248,2.015,6.54,1,0,0,8,4.995
248,1.752,7.617,1,0,0,8,7.3
253,1.526,0.123,0,0,0,8,6.395
253,2.153,0.587,0,0,0,8,5.495
253,1.997,1.182,0,0,0,8,5.695
253,1.946,1.829,0,0,0,8,4.995
253,1.906,2.387,0,0,0,8,7.3
266,1.808,0.322,1,0,0,9,8.8
295,1.789,2.026,0,0,0,9,5.595
295,1.807,3.122,0,0,0,9,4.595
295,2.113,4.157,0,0,0,9,4.295
295,2.13,5.08,0,0,0,9,3.395
295,2.312,6.58,0,0,0,9,6.695
299,1.638,0.58,0,0,1,7,9.6
299,1.62,0.9,0,0,1,7,7.2
299,1.656,1.958,0,0,1,7,6.195
299,1.738,2.996,0,0,1,7,5.595
299,1.749,4.216,0,0,1,7,4.595
299,1.545,4.336,0,0,1,7,4.295
299,1.555,4.376,0,0,1,7,3.395
299,1.792,4.716,0,0,1,7,4.395
299,1.57,5.716,0,0,1,7,6.695
304,1.842,0.58,0,0,1,8,3.395
313,1.576,0.32,0,0,0,9,9
313,1.535,0.565,0,0,0,9,9.6
313,1.568,1.065,0,0,0,9,7.2
313,1.819,2.065,0,0,0,9,6.195
313,1.929,3.219,0,0,0,9,5.595
313,2.036,4.238,0,0,0,9,4.595
313,2.295,5.68,0,0,0,9,4.295
313,2.248,6.623,0,0,0,9,3.395
313,2.526,7.603,0,0,0,9,4.395
313,2.384,8.507,0,0,0,9,6.695
315,1.556,0.998,0,0,0,10,7.1
315,1.913,2.132,0,0,0,10,9
315,1.052,2.882,0,0,0,10,9.6
315,1.596,3.786,0,0,0,10,6.195
315,1.433,4.241,0,0,0,10,5.595
315,1.644,4.941,0,0,0,10,4.595
315,1.351,5.218,0,0,0,10,4.295
315,1.66,5.298,1,0,0,10,3.395
316,1.786,0.54,1,0,0,8,9.6
316,2.014,1.502,1,0,0,8,7.2
316,1.462,1.786,1,0,0,8,6.195
316,1.483,2.328,1,0,0,8,5.595
316,1.749,3.138,1,0,0,8,4.595
316,2.256,4.523,1,0,0,8,4.295
316,2.275,5.427,1,0,0,8,3.395
316,2.158,6.446,1,0,0,8,4.395
316,2.263,7.407,1,0,0,8,6.695
324,1.491,1.491,0,0,0,9,9.6
324,2.224,1.803,0,0,0,9,6.195
324,2.036,2.32,0,0,0,9,4.595
324,2.496,2.765,0,0,0,9,4.295
324,2.536,3.945,0,0,0,9,3.395
329,1.422,0.016,0,0,1,8,9
329,1.308,0.716,0,0,1,8,6.195
329,1.885,1.756,0,0,1,8,5.595
331,1.559,0.105,0,0,1,9,6.795
331,0.83,1.095,0,0,1,9,9
331,1.804,1.725,0,0,1,9,9.6
331,1.872,4.436,0,0,1,9,4.395
331,1.499,4.461,0,0,1,9,6.695
332,1.63,0.125,0,0,1,8,7.1
332,1.476,1.625,0,0,1,8,9.6
332,1.804,2.413,0,0,1,8,7.2
332,1.439,3.393,0,0,1,8,6.195
332,1.748,4.47,0,0,1,8,5.595
332,1.526,5.178,0,0,1,8,4.595
332,2.044,6.082,0,0,1,8,4.295
332,2.179,7.043,0,0,1,8,3.395
332,2.186,8.197,0,0,1,8,4.395
332,4.035,9.092,0,0,1,8,6.695
336,1.892,1.91,1,1,0,8,9.6
336,1.279,2.514,1,1,0,8,7.2
336,2.224,3.706,1,1,0,8,6.195
356,1.553,0.966,0,0,0,10,8.8
356,1.491,1.896,0,0,0,10,8.5
356,2.261,2.461,0,0,0,10,7.3
356,1.558,3.399,0,0,0,10,6.595
356,1.789,4.418,0,0,0,10,5.095
356,2.219,5.571,0,0,0,10,4.395
356,2.444,6.802,0,0,0,10,4.395
356,2.692,7.744,0,0,0,10,3.295
356,2.734,8.705,0,0,0,10,5.295
356,2.742,9.705,0,0,0,10,6.495
378,1.828,1.3,0,1,0,10,8.8
378,1.513,2.178,0,1,0,10,7.3
378,2.155,3.021,0,1,0,10,6.595
378,2.052,4.078,0,1,0,10,5.095
378,1.889,5.001,0,1,0,10,4.395
378,2.238,6.381,0,1,0,10,4.395
378,2.302,7.4,0,1,0,10,3.295
378,2.251,8.419,0,1,0,10,5.295
378,2.263,9.284,0,1,0,10,7.2
394,2.383,1.89,0,1,0,10,5.695
394,1.929,2.77,0,1,0,10,6.595
394,1.609,3.01,0,1,0,10,4.095
396,1.066,0.165,1,1,0,9,10.2
396,2.417,2.88,1,1,0,9,6.595
396,1.972,3.976,1,1,0,9,5.095
396,1.545,5.437,1,1,0,9,4.095
396,1.883,6.457,1,1,0,9,4.195
396,2.166,7.602,1,1,0,9,4.095
396,1.906,8.313,1,1,0,9,5.195
411,1.903,0.962,0,0,0,8,9.7
411,1.982,1.642,0,0,0,8,10.2
411,2.362,2.564,1,0,0,8,10.2
411,2.192,3.564,1,0,0,8,7.3
411,2.512,4.603,1,0,0,8,5.695
411,2.554,5.564,1,0,0,8,6.595
411,2.295,7.279,1,0,0,8,4.095
411,1.906,9.241,1,0,0,8,5.895
415,1.621,0.243,0,0,0,10,5.595
415,1.598,0.826,0,0,0,10,5.895
415,1.763,1.566,0,0,0,10,6.195
415,1.645,2.546,0,0,0,10,7.2
415,1.919,4.585,0,0,0,10,7.3
415,2.042,5.462,0,0,0,10,5.695
415,1.972,6.385,0,0,0,10,6.595
415,2.086,7.385,0,0,0,10,6.9
415,2.295,8.885,0,0,0,10,5.195
415,2.816,10.385,0,0,0,10,4.095
415,2.263,11.385,0,0,0,10,5.195
419,1.604,0.457,1,0,0,9,10
419,1.669,1.097,1,0,0,9,7.3
419,2.001,2.145,1,0,0,9,3.895
419,1.996,2.895,1,0,0,9,5.684375
419,2.012,4.375,1,0,0,9,4.095
419,2.295,5.298,1,0,0,9,3.995
419,1.66,6.375,1,0,0,9,4.495
419,1.896,7.02,1,0,0,9,4.595
419,2.04,7.935,1,0,0,9,7.1
470,1.932,2.048,0,0,0,11,9.4
470,1.84,3.106,0,0,0,11,8.6
470,1.565,4.222,0,0,0,11,8
470,1.931,5.504,0,0,0,11,8.3
470,1.842,6.658,0,0,0,11,6.795
470,1.946,7.658,0,0,0,11,7.3
470,2.055,7.698,0,0,0,11,10.7
477,1.455,0.075,1,0,0,8,12.2
477,1.418,0.736,1,0,0,8,9.4
477,1.566,1.339,1,0,0,8,8.6
477,1.644,2.104,1,0,0,8,8
477,1.803,3.122,1,0,0,8,8.3
477,2.124,4.122,1,0,0,8,6.795
477,1.946,4.789,1,0,0,8,7.3
477,2.165,5.847,1,0,0,8,10.7
517,1.532,0.12,0,1,0,9,17.4
517,1.491,0.624,0,1,0,9,17.1
517,2.05,1.759,0,1,0,9,9.4
517,2.089,2.119,0,1,0,9,14.1
517,1.697,3.204,0,1,0,9,10.8
517,1.555,3.324,0,1,0,9,6.795
518,1.272,0.525,1,1,0,8,10.7
518,1.613,1.926,1,1,0,8,10.7
534,1.972,4.303,0,0,0,8,7.3
534,2.25,5.399,0,0,0,8,6.295
534,2.237,5.742,0,0,0,8,5.295
534,2.398,6.838,0,0,0,8,5.795
534,2.358,7.742,0,0,0,8,7.5
535,1.491,0.195,0,0,0,8,11.4
535,1.856,0.676,0,0,0,8,9.2
535,2.512,1.177,0,0,0,8,7.4
535,1.389,1.907,0,0,0,8,8.8
535,1.749,2.467,0,0,0,8,7.3
535,2.295,3.067,0,0,0,8,6.295
535,2.507,3.142,0,0,0,8,5.295
535,2.398,3.742,0,0,0,8,5.795
535,2.525,3.962,0,0,0,8,7.5
537,1.919,0.215,0,0,0,8,6.437
537,1.418,0.245,0,0,0,8,6.437
537,1.418,0.263,0,0,0,8,6.437
537,1.278,1.283,0,0,0,8,7.3
537,1.707,2.745,0,0,0,8,6.295
537,1.842,3.764,0,0,0,8,5.495
537,1.792,4.725,0,0,0,8,5.595
537,1.906,5.706,0,0,0,8,7.5
540,2.126,0.953,1,0,0,10,7.6
540,2.309,2.318,1,0,0,10,7.3
540,1.797,3.238,1,0,0,10,8.5
540,2.15,4.123,1,0,0,10,7.2
540,1.946,5.2,1,0,0,10,6.495
540,1.9,6.123,1,0,0,10,6.795
541,1.914,1.24,0,0,0,10,7.3
541,2.195,2.432,0,0,0,10,7.3
541,2.086,3.432,0,0,0,10,7.3
592,1.742,0.873,0,0,0,10,11.2
592,1.892,1.796,0,0,0,10,13.4
592,1.999,2.834,0,0,0,10,10.6
592,1.907,3.776,0,0,0,10,11.5
592,2.22,4.873,0,0,0,10,11.1
592,1.601,6.026,0,0,0,10,10.7
592,2.058,7.373,0,0,0,10,9.9
592,1.874,8.199,0,0,0,10,8.3
592,1.617,9.296,0,0,0,10,8.3
592,1.823,10.161,0,0,0,10,8.7
594,1.502,0.585,1,1,0,9,8
594,2.26,2.085,1,1,0,9,7.1
594,2.37,2.854,1,1,0,9,6.9
594,2.13,3.797,1,1,0,9,5.495
594,1.872,5.066,1,1,0,9,5.595
594,2.278,5.702,1,1,0,9,6.695
597,1.984,1.254,0,1,0,11,9.6
597,1.786,1.794,0,1,0,11,11.4
597,2.038,2.614,0,1,0,11,9.4
597,2.168,4.114,0,1,0,11,8
597,2.128,4.674,0,1,0,11,7.1
597,2.086,5.914,0,1,0,11,6.9
629,1.735,0.25,0,0,0,7,5.095
629,1.71,2.339,0,0,0,7,9.7
629,1.668,3.119,0,0,0,7,10.9
629,1.533,4.081,0,0,0,7,7.6
629,1.819,5.119,0,0,0,7,6.695
629,1.906,6.158,0,0,0,7,5.795
629,1.932,7.158,0,0,0,7,5.395
629,1.931,8.658,0,0,0,7,5.595
629,1.997,9.523,0,0,0,7,4.295
629,2.184,9.868,0,0,0,7,4.295
629,1.963,10.676,0,0,0,7,5.395
630,1.532,1.605,0,0,0,8,9.7
630,1.63,2.347,0,0,0,8,10.9
630,1.568,3.133,0,0,0,8,7.6
630,1.72,4.171,0,0,0,8,6.695
630,1.844,5.306,0,0,0,8,5.795
630,1.822,6.421,0,0,0,8,5.395
630,2.016,7.613,0,0,0,8,5.595
630,1.842,8.594,0,0,0,8,4.295
630,1.816,9.536,0,0,0,8,4.295
630,2.004,10.594,0,0,0,8,5.395
641,1.532,0.85,0,0,0,10,9.7
641,1.668,1.43,0,0,0,10,10.9
641,1.951,2.31,0,0,0,10,8.1
641,2.001,3.29,0,0,0,10,8.2
641,1.972,4.19,0,0,0,10,7.2
641,1.788,5.325,0,0,0,10,7.4
641,2.044,6.825,0,0,0,10,7.8
641,1.802,7.709,0,0,0,10,5.795
641,2.445,8.632,0,0,0,10,4.295
641,2.318,9.517,0,0,0,10,5.395
674,1.532,0.168,0,1,0,10,9.7
674,1.668,0.482,0,1,0,10,10.9
674,1.776,1.501,0,1,0,10,7.6
674,1.967,2.52,0,1,0,10,6.695
674,2.123,3.56,1,1,0,10,5.795
674,1.794,4.695,1,1,0,10,5.395
674,2.04,5.983,1,1,0,10,5.595
674,1.815,6.593,1,1,0,10,4.295
674,1.813,7.603,1,1,0,10,4.295
674,1.785,8.565,1,1,0,10,5.395
675,1.488,0.563,0,1,0,8,10.9
675,1.502,1.203,0,1,0,8,5.795
675,1.448,2.264,0,1,0,8,5.395
675,2.075,3.224,0,1,0,8,5.595
675,1.544,3.824,0,1,0,8,4.295
675,2.022,4.564,0,1,0,8,4.295
700,1.591,0.297,0,0,0,10,14.7
700,1.586,0.514,0,0,0,10,16.5
700,1.532,1.146,0,0,0,10,23.705
700,1.563,1.284,0,0,0,10,19.805
700,1.455,2.096,0,0,0,10,12.7
700,1.418,2.756,0,0,0,10,13.2
700,1.383,3.411,0,0,0,10,10.2
700,1.349,3.417,0,0,0,10,9.9
700,1.602,3.461,0,0,0,10,15.6
700,1.303,3.958,0,0,0,10,9.5
700,1.57,3.976,0,0,0,10,17.4
714,0.753,0.765,0,0,0,8,12.7
714,1.418,1.665,0,0,0,8,13.2
714,1.433,1.905,0,0,0,8,10.2
714,1.526,2.95,0,0,0,8,9.9
714,1.22,5.181,0,0,0,8,9.5
714,1.609,6.469,0,0,0,8,8.7
714,2.486,7.199,0,0,0,8,17.4
735,2.252,0.912,1,0,0,10,12
735,1.476,1.182,1,0,0,10,13.4
735,2.028,1.351,1,0,0,10,17.4
735,1.482,2.351,1,0,0,10,17.1
735,1.455,2.739,1,0,0,10,12.2
735,4.304,3.435,1,0,0,10,9.4
735,1.972,3.927,1,0,0,10,8.6
735,2.442,5.042,1,0,0,10,8
735,2.583,5.985,1,0,0,10,8.3
735,2.13,6.762,1,0,0,10,6.795
735,2.398,7.532,1,0,0,10,7.3
735,2.04,8.296,1,0,0,10,10.7
737,2.128,1.5,1,0,0,8,9.4
737,3.342,2.399,1,0,0,8,9.7
737,1.668,3.534,1,0,0,8,14.8
737,2.366,4.284,1,0,0,8,13.6
737,1.947,5.784,1,0,0,8,7.5
737,1.57,6.659,1,0,0,8,8
741,1.59,0.928,0,0,0,11,23.705
741,1.942,2.839,1,0,0,11,12.7
741,1.693,3.839,1,0,0,11,13.2
741,1.955,5.108,1,0,0,11,10.2
741,1.526,6.147,1,0,0,11,9.9
741,1.947,8.028,1,0,0,11,9.5
741,1.719,9.22,1,0,0,11,8.7
741,1.57,9.64,1,0,0,11,17.4
767,1.701,0.173,0,0,0,9,5.595
767,1.598,0.892,0,0,0,9,9
767,1.71,1.452,0,0,0,9,14.1
767,1.736,1.732,0,0,0,9,17.8
767,1.265,2.292,0,0,0,9,13.9
767,1.684,2.712,0,0,0,9,14.2
767,1.566,3.382,0,0,0,9,8
767,1.749,4.497,0,0,0,9,7.1
767,1.931,5.921,0,0,0,9,6.9
767,1.842,6.767,0,0,0,9,5.495
767,1.946,7.805,0,0,0,9,5.595
767,1.906,8.901,0,0,0,9,6.695
832,1.845,1.875,0,1,0,10,12
832,1.447,4.355,0,1,0,10,6.495
832,1.43,4.77,0,1,0,10,6.695
871,1.491,0.611,0,0,0,8,13.5
871,1.544,1.164,0,0,0,8,12.1
871,1.412,2.222,0,0,0,8,9.9
871,2.195,3.154,0,0,0,8,8.1
871,1.95,4.634,0,0,0,8,8
871,2.032,5.634,0,0,0,8,8.1
871,1.842,6.865,0,0,0,8,3.395
871,2.65,7.615,0,0,0,8,4.395
871,2.445,8.865,0,0,0,8,6.495
911,2.512,1.669,1,1,0,11,9.9
1027,1.308,0.986,0,1,0,9,7.4
1027,0.837,1.586,0,1,0,9,7.3
1027,1.318,2.682,0,1,0,9,7.4
1027,1.993,3.912,0,1,0,9,6.295
1027,2.22,4.855,0,1,0,9,5.895
1027,1.816,5.815,0,1,0,9,5.895
1027,1.464,6.423,0,1,0,9,6.9
1028,0.872,0.004,0,1,0,8,9.3
1028,0.903,0.035,0,1,0,8,7.4
1028,1.389,0.515,0,1,0,8,7.3
1028,2.324,1.483,0,1,0,8,7.4
1028,1.484,2.141,0,1,0,8,6.295
1028,1.705,3.161,0,1,0,8,5.895
1028,2.343,4.103,0,1,0,8,6.9
1032,1.65,0.808,0,1,0,8,9.3
1042,1.935,0.535,1,0,0,9,5.295
1042,1.576,1.09,1,0,0,9,6.495
1042,2.402,1.418,1,0,0,9,7.2
1042,2.081,2.038,1,0,0,9,5.295
1042,1.528,2.848,1,0,0,9,5.495
1042,1.633,4.348,1,0,0,9,4.695
1042,1.801,4.668,1,0,0,9,4.695
1043,1.506,1.094,1,0,0,9,7.2
1043,1.499,1.797,1,0,0,9,5.795
1043,1.714,2.106,1,0,0,9,5.295
1043,1.789,2.736,1,0,0,9,5.495
1043,1.994,4.123,1,0,0,9,4.695
1043,0.811,4.796,1,0,0,9,4.195
1043,1.658,5.671,1,0,0,9,4.395
1043,2.04,6.71,1,0,0,9,4.695
1089,1.846,0.58,0,0,0,8,5.695
1089,1.666,1.522,0,0,0,8,8.2
1089,1.474,2.332,0,0,0,8,9.8
1089,1.668,3.187,0,0,0,8,10.9
1089,1.568,3.789,0,0,0,8,6.795
1089,1.656,4.796,0,0,0,8,7.5
1089,1.383,6.085,0,0,0,8,6.795
1089,1.845,6.912,0,0,0,8,6.595
1089,2.177,8.392,0,0,0,8,4.895
1089,1.558,10.051,0,0,0,8,5.995
1089,1.674,11.143,0,0,0,8,7.6
1134,1.722,0.918,0,0,0,9,11
1134,1.593,1.408,0,0,0,9,9.8
1134,1.473,2.268,0,0,0,9,6.495
1134,1.531,3.048,0,0,0,9,4.595
1134,1.383,3.792,0,0,0,9,4.595
1134,1.462,4.237,0,0,0,9,4.095
1134,1.97,5.64,0,0,0,9,3.995
1134,1.985,6.544,0,0,0,9,4.495
1134,2.303,7.833,0,0,0,9,4.595
1134,2.358,8.64,0,0,0,9,7.1
1150,1.308,3.096,0,1,0,8,7.6
1150,1.769,3.916,0,1,0,8,4.695
1150,2.049,4.974,0,1,0,8,4.895
1150,1.803,6.474,0,1,0,8,4.995
1150,1.842,7.128,0,1,0,8,5.795
1150,1.906,8.967,0,1,0,8,8.5
1153,1.381,0.364,0,1,0,10,9.8
1153,1.568,0.396,0,1,0,10,6.495
1153,1.298,0.466,0,1,0,10,7.6
1153,1.566,0.911,0,1,0,10,7
1153,3.302,1.163,0,1,0,10,5.895
1153,1.531,1.773,0,1,0,10,8.5
1204,1.81,0.455,0,0,0,8,3.695
1204,1.988,1.279,0,0,0,8,3.995
1204,2.082,2.241,0,0,0,8,5.695
1204,2.299,3.221,0,0,0,8,6.595
1204,2.202,4.202,0,0,0,8,7.8
1204,2.326,5.183,0,0,0,8,4.795
1204,2.435,6.202,0,0,0,8,3.795
1204,2.582,7.279,0,0,0,8,3.795
1204,2.22,8.433,0,0,0,8,3.795
1204,2.799,9.644,0,0,0,8,3.195
1204,2.925,10.68,0,0,0,8,3.195
1204,2.62,11.642,0,0,0,8,2.995
1204,2.051,12.7,0,0,0,8,4.095
1205,1.704,1.365,0,0,0,8,5.695
1205,1.917,2.305,0,0,0,8,6.595
1205,1.786,3.085,0,0,0,8,7.8
1205,1.856,3.885,0,0,0,8,4.795
1205,1.868,4.885,0,0,0,8,3.795
1205,1.717,5.885,0,0,0,8,3.795
1205,2.337,7.058,0,0,0,8,3.795
1205,2.401,8.161,0,0,0,8,3.195
1205,2.353,9.199,0,0,0,8,3.195
1205,2.639,10.257,0,0,0,8,2.995
1205,2.445,11.18,0,0,0,8,4.095
1211,1.491,0.428,0,1,0,8,7.8
1211,0.942,1.225,0,1,0,8,3.795
1211,1.334,1.645,0,1,0,8,3.795
1211,1.364,1.682,0,1,0,8,3.795
1211,1.322,2.142,0,1,0,8,3.195
1211,1.842,2.7,0,1,0,8,3.195
1211,1.948,3.988,0,1,0,8,4.095
1217,1.461,0.7,1,1,0,10,7.8
1217,1.455,1.28,1,1,0,10,4.795
1217,1.751,2.212,1,1,0,10,3.795
1217,1.615,3.27,1,1,0,10,3.795
1217,1.834,3.917,1,1,0,10,3.795
1217,1.731,4.975,1,1,0,10,3.195
1217,1.755,5.902,1,1,0,10,3.195
1217,1.361,6.462,1,1,0,10,2.995
1217,1.687,7.385,1,1,0,10,4.095
1219,1.568,1.5,0,1,0,9,8.4
1243,1.389,0.452,1,0,0,9,5.495
1243,1.731,1.732,1,0,0,9,8
1243,2.185,3.674,1,0,0,9,5.095
1243,1.627,4.162,1,0,0,9,4.795
1243,1.749,5.007,1,0,0,9,7.5
1243,1.985,6.392,1,0,0,9,6.095
1243,1.842,7.334,1,0,0,9,5.695
1243,2.067,8.372,1,0,0,9,4.895
1243,1.906,9.315,1,0,0,9,5.94625
1257,1.532,0.22,0,0,0,8,7.6
1257,1.455,1.301,0,0,0,8,4.895
1257,1.308,2.107,0,0,0,8,5.895
1257,1.278,2.577,1,0,0,8,6.795
1257,1.349,2.797,1,0,0,8,7.5
1257,1.707,3.764,1,0,0,8,8.2
1257,1.386,4.469,1,0,0,8,5.695
1257,1.447,5.101,1,0,0,8,4.895
1257,1.407,5.176,1,0,0,8,6.095
1273,2.252,0.565,1,0,0,11,4.995
1273,2.21,1.143,1,0,0,11,5.495
1273,1.786,2.318,1,0,0,11,8
1273,1.819,3.451,1,0,0,11,5.895
1273,1.543,4.098,1,0,0,11,6.073889
1273,1.198,5.406,1,0,0,11,7.5
1273,1.707,6.656,1,0,0,11,6.095
1273,1.715,7.54,1,0,0,11,5.695
1273,1.953,8.66,1,0,0,11,4.895
1273,2.069,9.343,1,0,0,11,6.095
1282,2.224,0.292,1,0,0,11,5.895
1284,1.886,2.047,0,0,0,9,5.495
1284,1.455,2.748,0,0,0,9,7.6
1284,1.75,3.063,0,0,0,9,4.895
1284,1.261,4.563,0,0,0,9,9
1284,2.026,6.063,0,0,0,9,4.895
1284,1.705,6.967,0,0,0,9,4.795
1300,1.532,0.38,0,0,0,7,16.1
1300,1.491,0.605,0,0,0,7,17.1
1300,2.624,1.465,0,0,0,7,6.495
1300,2.681,2.253,0,0,0,7,5.295
1300,2.015,3.35,0,0,0,7,8.4
1300,2.793,4.205,0,0,0,7,4.395
1314,1.576,0.201,0,1,0,8,7.6
1314,1.535,0.616,0,1,0,8,8
1314,1.783,0.776,0,1,0,8,4.895
1314,1.565,1.001,0,1,0,8,5.895
1314,2.636,1.009,0,1,0,8,8.6
1314,1.355,2.124,0,1,0,8,7.5
1314,1.756,3.301,0,1,0,8,6.095
1314,1.462,3.981,0,1,0,8,5.695
1316,1.846,0.904,0,0,0,9,7.1
1316,2.21,1.942,0,0,0,9,9.1
1316,2.626,2.882,0,0,0,9,11.8
1316,2.456,3.81,0,0,0,9,15.2
1316,3.124,4.81,0,0,0,9,11.1
1316,2.224,5.829,0,0,0,9,7.8
1316,2.421,7.002,0,0,0,9,8.389091
1316,2.309,7.983,0,0,0,9,7.4
1316,2.113,9.464,0,0,0,9,5.695
1316,2.199,10.391,0,0,0,9,5.795
1316,2.42,11.276,0,0,0,9,5.495
1316,3.833,11.456,0,0,0,9,5.795
1317,1.571,0.755,0,0,0,7,9.1
1317,1.987,1.736,0,0,0,7,6.8725
1317,1.987,2.276,0,0,0,7,6.8725
1317,2.038,3.237,0,0,0,7,6.8725
1317,2.331,4.449,0,0,0,7,7.8
