distid,scid,sid,g3_fall,g3_winter,g3_spring,g4_fall,g4_winter,g4_spring,g5_fall,g5_winter,g5_spring
1,1-2,1-2-1,174.85646070391988,191.03734676452876,191.67347218353,179.5234976882174,197.63053049526104,193.68266397932067,187.98274038607855,194.8497224050106,204.9486932418115
1,1-2,1-2-2,191.19418193605748,200.02312343626875,209.57606447341112,214.06293084786589,218.463583473432,221.6962401588983,216.77140375661267,235.10089783777775,241.76141500776347
1,1-2,1-2-3,188.95867448174033,192.92361817232873,206.34531429789178,199.85831925761804,200.82456658695773,209.40824739708535,204.92648645544054,220.12744637945974,228.99787319031165
1,1-2,1-2-4,177.51124555769982,177.73789877414265,181.3782797337206,182.04631895448702,192.83075989252262,203.70763621990082,196.34361515105417,187.15134850109894,192.10883076170953
1,1-2,1-2-5,178.73341023473012,181.8914381252419,197.07517980965702,188.4607162250553,190.79854339420382,192.74693381756356,190.80541155743873,196.39516514127826,206.73072333129534
1,1-2,1-2-6,179.64837680891003,176.56934906436413,193.0979595318117,181.68197443131686,199.49886295769662,197.91251872884985,208.4477274895325,204.24142979530964,212.05152662667527
1,1-2,1-2-7,194.27874974444902,192.45151741567483,200.2646753111407,187.84876689807734,204.12316756041702,218.18475268394184,208.9759005132056,211.3116955724001,216.27656707218094
1,1-2,1-2-8,191.31742812195824,202.9813252188601,204.39009742525457,200.62877621271906,210.6163717859022,214.32754486091963,214.45570277674668,225.3309849594046,232.7077625176492
1,1-2,1-2-9,192.4778080132852,189.51696337854602,187.2838543311591,193.3765886213659,181.76122557473877,201.87933432802137,191.09326207022607,201.1625970335841,209.92331490584968
1,1-2,1-2-10,185.88004813467995,190.72447670449492,188.67685984613493,191.2879040982617,186.68417937157702,199.8126099371445,186.09815052669754,202.13768061209322,195.94073966043152
1,1-2,1-2-11,184.44028853993797,194.96265289402888,203.12115722975975,196.26393446487262,205.79343555906905,203.80207124708704,206.65624501329324,213.75300417884534,220.30698893621306
1,1-2,1-2-12,179.71176196261845,189.13162815840784,191.73452409132977,191.4414663298165,189.36000370234797,203.77291724049056,208.7282595816564,211.20720533525778,214.9266578050665
1,1-2,1-2-13,189.99004754677173,179.38589524732254,192.15791384637706,190.741457757331,200.58728240046418,202.4181415586347,200.34576731412983,209.01979305613654,218.3816769622089
1,1-2,1-2-14,189.65793433903784,189.45841895930752,203.9780410994662,200.4917218203317,195.79706523959095,208.39443015079857,196.7197810127121,208.89782447849038,209.63955422568793
1,1-2,1-2-15,189.84253708601005,187.6582968828843,181.7385861016072,181.5868580773047,194.98101681156788,201.81423783611385,191.88856824218252,202.61250243611622,196.17132088426806
1,1-2,1-2-16,179.9778550593225,185.27276627616374,188.02082904626792,197.5063122303762,202.15723355096836,208.4551743880923,199.8066686584978,207.42540449019214,214.6596715723379
1,1-2,1-2-17,178.19923961090558,177.4618341519708,196.07393930722913,202.72957660052512,205.7404454679963,215.36762661702542,213.56615382966132,228.45244875065353,233.53134352528275
1,1-2,1-2-18,172.54872678964588,182.86650027000474,188.32181096175694,191.9436629533322,197.7952475152531,195.75182756217694,196.00486054386462,206.49990297824897,209.7440526011412
1,1-2,1-2-19,184.40293234802775,191.159429188308,193.7315252075144,197.25619506445022,190.76813677179308,210.60960691713564,196.24992039103412,210.39794449978578,210.5041745597885
1,1-2,1-2-20,169.58376841071347,174.2542963429069,177.92308171940954,174.5987001527138,194.042812826136,185.2220273027162,185.84592817820396,185.09722647412354,190.62716281374895
1,1-2,1-2-21,184.411583478017,199.24651557596792,203.61648581555235,202.43493227624714,212.59303479053838,216.1701519797608,202.1561434408448,210.1121013172449,226.76058414708817
1,1-2,1-2-22,179.15585242128068,193.3995711449614,203.56677031881142,198.61279614364742,200.58014038420916,200.4040102230027,202.74888207786987,215.11821154427238,219.30186492487547
1,1-2,1-2-23,190.52006933031578,198.4946682799617,205.22302194014716,201.38691475739725,215.72098447942463,213.31406077691113,223.51608025429826,217.7007992319604,224.96314086460924
1,1-2,1-2-24,190.9836867813151,198.83592011565798,207.16398041750764,206.7604311726015,211.69852244393462,213.15080065651267,211.5969115501282,216.459342810546,228.23040652295344
1,1-2,1-2-25,181.28837975907405,188.1725438077286,189.14328869666085,182.4518434153997,190.9799483005136,197.27062394592411,202.6002660639958,204.37057864203732,212.60900081070056
1,1-3,1-3-1,185.32476854415373,186.71163481442167,189.94441080443326,188.0247103586435,200.22566889072652,202.97738419189378,192.70881692050287,212.27334008340966,213.74665082751255
1,1-3,1-3-2,184.8729518963837,182.6599167529015,181.38376420432138,187.22614156025136,184.95713336833632,200.5584017782623,194.0305971892419,188.10327199031303,197.27280786736299
1,1-3,1-3-3,183.8325862544558,189.08206731805345,194.67001695854108,192.35635930044242,184.1777236498256,203.32209033096962,196.41710859069946,196.94273698825333,203.05706569992
1,1-3,1-3-4,164.19290152433717,176.79433419833313,185.5310861392727,175.4748095279918,183.07663352568537,191.25521707640542,191.71236683622016,192.87488120506208,207.39599128502758
1,1-3,1-3-5,192.5928897845657,186.1222236773485,199.96787804304728,197.48048004005366,208.92861380243625,219.48083367082864,218.989037269231,221.1285090533463,230.02185605216803
1,1-3,1-3-6,164.33608818668407,172.27038229340505,177.18175086313428,171.8507258195203,182.3977469651372,183.07923751989406,180.40823708521634,182.72957189686315,180.48339673781132
1,1-3,1-3-7,210.9294413976158,213.3848639794621,217.7082975744921,219.61588633222763,220.13392781179607,228.28964166601048,224.9265464630876,235.92020373466679,237.21801194770447
1,1-3,1-3-8,204.70683111185903,192.05794215820026,211.9457079571774,210.73256559157713,218.286351934142,223.331587567145,211.91391396354248,223.66080111949483,229.79430681564162
1,1-3,1-3-9,186.50309969744393,192.78795619756758,197.5430088405879,202.52957364821458,208.51936007572635,208.26203641384552,209.07668157468228,209.77358466814724,223.13826647813454
1,1-3,1-3-10,158.65477283823745,171.3439672605034,180.8214971653867,173.1754925436776,173.22360496127266,182.05939667889098,172.60592347167469,180.40800267230105,193.93802694133058
1,1-3,1-3-11,183.1168594946642,194.1603795394745,195.6371523932552,192.41607115226358,193.29255317112109,212.0458379569977,212.17944068280153,212.79653679337403,217.42817843958315
1,1-3,1-3-12,168.0152135819407,174.7654732776342,174.99301253829336,164.67879556845554,157.7619622309825,169.61619422558465,165.3047082074454,166.2885826063848,160.61108605766617
1,1-3,1-3-13,183.83971835862786,178.22811977311156,192.33769087981526,180.63281142074322,197.42436724879812,195.38439231214363,188.78626374965611,197.66911473706787,201.03627252457568
1,1-3,1-3-14,196.02163185059663,186.8818302246198,204.8643602762484,198.17831443062008,199.56502501657462,211.31220470727715,217.10340628442265,211.95160971191228,225.52883046951564
1,1-3,1-3-15,189.04698979019759,191.7223589304684,207.9070937489298,198.0119630599287,201.1205977543949,217.3645901158845,200.80774600489124,215.02797321284305,220.26360207055708
1,1-3,1-3-16,187.76347754917435,188.10233740396166,189.53765553337095,185.62091788184557,188.2690635289218,193.22444855460057,192.40385389252782,199.7951323687651,205.5494365359745
1,1-3,1-3-17,179.89520065985138,183.6025102209622,193.97098814964343,179.6842877327947,195.68259906631636,187.67659694451822,188.95207301857582,199.03876885145738,190.44697634395357
1,1-3,1-3-18,186.7467823517357,188.95401624110946,195.71840373494504,189.53450576446357,210.1923635762546,204.57229250462123,217.64812561043857,212.58301038092296,220.48858297703447
1,1-3,1-3-19,159.7767810980909,170.67348348268564,185.8679623543972,178.64167395075614,189.67851491004652,186.06380396430384,187.4220810155163,204.2482695982549,195.66848008803674
1,1-3,1-3-20,186.90899266982294,182.92362744875717,180.62849192174508,184.26852791637992,191.89899690792535,200.32664220812796,197.6986040954378,192.74518218017025,207.56149068161022
1,1-3,1-3-21,193.29383660520432,205.50708727325053,213.52465238334196,201.3376423608391,204.4582585079055,227.5238510043109,217.7551380895277,218.5723470792546,216.97643421558794
1,1-3,1-3-22,160.8583281779418,162.42131096545157,171.6502684069255,177.64046614177562,164.7090866889245,184.89624763070745,180.26732649935866,182.79054951766645,180.91434211726192
1,1-3,1-3-23,199.66544867505863,206.79347187468537,200.26080901369443,204.23681779828323,203.3678004138482,212.49442973894614,206.08036465212496,209.9508858197949,223.46958672630987
1,1-3,1-3-24,181.44646712603904,188.27356967182126,197.11126230939058,180.26687705417154,202.01341162410003,200.46830970887004,198.5481721428809,206.77565334697275,210.3835878105069
1,1-3,1-3-25,175.38763938565594,184.0445307522235,182.935517903879,187.8870765800897,194.7807207798969,198.1734981557615,190.80325670657987,199.01353375324314,202.53644307788568
1,1-4,1-4-1,177.4659420989327,185.1613523847414,199.31305025791173,195.89212439694583,198.9306613381849,202.11573882231423,206.82066899769077,208.3723412621834,218.1546562502518
1,1-4,1-4-2,186.89592227303663,196.44193191207964,213.27195830788602,199.42368448132277,208.76220286641095,217.93710513262423,213.39114822246296,222.48934151904896,227.41899776337345
1,1-4,1-4-3,170.3125486690092,168.87500894169926,180.8662330318693,183.2808212397319,187.1742893911367,191.31751845108457,186.882044262597,191.97062216619943,189.29024006354913
1,1-4,1-4-4,173.92393601444135,183.9839042561167,189.62898248639922,182.3347774869031,184.4826872627358,190.1212878222022,204.3446063665162,194.75412613045856,206.8700184274231
1,1-4,1-4-5,163.9650307599492,165.15162060276606,177.74766220336903,168.86997446355025,169.18479607703446,183.43499609777336,170.12321326397253,172.4135607649981,180.94428351420032
1,1-4,1-4-6,174.15346082577665,185.21376138533233,194.89475519953913,177.0642625000059,190.70107608565112,194.69167719361042,201.25189278586623,207.82762541057335,213.5048478924816
1,1-4,1-4-7,180.92044807619334,171.95791078828606,176.92066117659542,185.11172946234626,184.0634366669351,195.28959106551866,190.18972658002278,193.0176198352376,196.35225738688138
1,1-4,1-4-8,179.43728915585442,182.931545914207,193.42596864572647,182.18072001729251,199.6900319223692,194.0668305838575,190.39583654856617,205.19640776768654,215.07593900709674
1,1-4,1-4-9,170.96087439825328,181.41709204020836,184.8581130464764,180.9152172955209,190.22704311510378,187.06896306518203,188.1733566285281,194.71476217249014,205.83491666786767
1,1-4,1-4-10,183.97715026823525,200.44476462659742,194.23700188123513,189.36885577875964,217.0499028717806,210.6372979254308,213.54997335784475,226.17049839410436,229.2376215156183
1,1-4,1-4-11,183.48359833999993,182.13442263343796,190.10847205989023,189.41536198137547,204.84646947351646,209.10050788076703,206.23993794149945,215.32968362815507,210.71829128441328
1,1-4,1-4-12,181.410949661976,180.0229669466487,180.87079963868376,183.48849189233522,191.66161001963945,193.71331459560932,179.98831431629668,187.9411147219543,188.29384855324878
1,1-4,1-4-13,171.80508398005065,166.47536620891736,172.53403228290034,160.37839649317633,169.4536246267226,167.73333357570448,171.88220382009936,176.06669323155836,189.4583827069343
1,1-4,1-4-14,170.2825998731114,172.43283055282922,184.98054648377615,181.23623592257434,191.54361583868766,202.95019995762357,193.1032302784194,204.0781397915251,209.46215048980704
1,1-4,1-4-15,167.66035227031645,176.3616560212207,181.73691993481552,180.26389689679223,187.80928627516397,187.94692902944848,183.7647936379878,188.77264091630482,202.27537292252643
1,1-4,1-4-16,187.37038102918203,194.23306467909472,205.11030821046805,195.63309144771472,202.23160824885008,221.58516765791765,214.87070496455596,222.316502542075,222.56396057550504
1,1-4,1-4-17,179.8743524362138,183.13470693257761,187.2458007116605,182.8922161590119,197.50713389982445,193.4428865745347,183.0044751179822,193.06263582196306,205.05276271431674
1,1-4,1-4-18,172.14134124543628,174.82159329450567,182.41212428372012,182.6580937108497,197.17199675317642,195.93948002613536,191.53975176077248,196.40323281250522,194.9814848735956
1,1-4,1-4-19,182.3704072270449,185.46119755007965,191.80990066578488,185.51912652618788,197.73579566592576,195.8453890052565,188.65012068069007,200.75319741307123,205.4624463152662
1,1-4,1-4-20,178.1090236191212,183.46238523766172,193.5809973481985,187.0471520596697,198.86678916009478,202.55716196085464,201.25775282052592,205.67935227803358,220.6443009692518
1,1-4,1-4-21,176.48553491238252,174.217871894634,183.63814276202925,188.67111007987398,195.4354291856988,201.25306474475713,198.91965985563257,211.1758627186394,224.3401627015823
1,1-4,1-4-22,174.5828948721607,184.88129555542017,179.33100563954966,182.47671918194413,188.42930385336655,189.85494411094322,189.6222975882324,203.51348659362193,201.2402701036595
1,1-4,1-4-23,188.61725751196738,196.91546991028093,193.749198217378,196.6338054623973,206.04726134897038,212.00248122075973,209.20374898223983,218.21724154086445,235.85976528002283
1,1-4,1-4-24,193.93614123195013,192.03330117376083,198.75619242203578,199.2922058363593,207.05741523352157,202.40866347397298,193.19138711751043,213.51845878940983,215.46830380315586
1,1-4,1-4-25,167.86901812825153,172.05612621297894,178.0446744488639,164.33779557208305,182.72942170170205,172.61215393236378,181.24134238112453,189.21326819065558,189.45476243471202
1,1-5,1-5-1,207.4766601892763,208.02585786220732,212.0704349737558,217.94868576468343,224.7916432507012,227.88173223621476,233.92224036588254,245.28762013422474,251.9090016277665
1,1-5,1-5-2,186.4711505925843,197.72479977644466,197.21774118750412,208.3608704273407,205.2366465232695,202.12367791792195,208.45098262984428,214.6609092583091,222.62635237296624
1,1-5,1-5-3,191.58184208739456,200.26131336474344,206.77764795879037,208.80293966317902,211.60103070974898,220.208701951857,213.58136415191407,226.19326770236341,230.58837985725586
1,1-5,1-5-4,185.45017222824765,195.66427279443616,207.75444831196467,201.70806399417094,192.86740540734996,215.82383410718913,201.72523212238903,212.46679433349095,220.8085965779273
1,1-5,1-5-5,196.90653656712274,197.6725392777309,201.97091079998486,204.1710154125383,206.27747723467803,220.28042717093257,221.93497320132303,210.9056374320241,218.29467302705828
1,1-5,1-5-6,204.7954438505194,194.15844676984528,212.50501942610765,207.71616605309273,213.6973926164598,217.6168100079495,206.0061514274451,220.7045768221767,218.0062278348199
1,1-5,1-5-7,187.93158717968086,202.27934993051488,210.40395154021863,205.87607280781268,207.38559698345867,212.71038976170018,214.49282589929933,208.6796731214167,224.53942095602267
1,1-5,1-5-8,195.33049146164672,200.36879176070022,206.76645495690497,213.7592186573216,211.4685246154209,230.44457629002937,209.7329419770965,225.0434424603734,229.78621772990232
1,1-5,1-5-9,181.16570638245562,195.67369544045917,204.7383929912087,207.21882715863592,216.23396342878348,221.40518812752958,219.54825720789208,235.44115014907945,241.81558072792103
1,1-5,1-5-10,197.45097224845819,202.38397711179363,206.0669679920072,201.90102923935532,210.7179296018971,226.1000691850596,230.40215463997816,222.0606448142972,236.29697781358942
1,1-5,1-5-11,186.67380197296535,189.0958481694315,201.42609019968424,202.8547467031758,206.5889196045928,220.9336681615822,208.6469348149738,206.91016470749565,216.21009465532146
1,1-5,1-5-12,199.3816596396553,205.83691245848982,202.3586674956165,191.99609580620796,204.7377395188808,212.43843106584245,203.4511004245765,218.83659364971194,224.7954811722994
1,1-5,1-5-13,198.9625069829384,210.6357492591559,211.60695177617785,212.0596613578855,213.65374562407413,233.98782865521295,223.75084175534803,232.3542013520818,248.76327423784045
1,1-5,1-5-14,193.7686517722943,194.0296591620121,208.33966955820742,218.59259593979323,208.4217186781165,225.6860700196996,223.4341633248291,227.099369845007,240.6151872658323
1,1-5,1-5-15,186.2511858388962,201.67351011985676,203.25405809637294,216.27343111119927,219.06022563075513,228.8718920134221,223.99101569388546,239.91513670051376,244.26482518957698
1,1-5,1-5-16,182.0878449199491,187.34750992102448,178.34868467959154,185.58301886705587,198.1742978975644,190.8498577738137,186.82330937289885,184.75524412946868,192.14192563453076
1,1-5,1-5-17,187.9036468074904,197.78481158178911,204.86649445016394,212.2439229210065,201.8997807650234,224.2878718482784,210.85340727020207,213.41108364423127,229.0073264790783
1,1-5,1-5-18,201.77446162431295,207.39724571841975,212.13907554914636,205.66122462866616,203.35480971370922,218.19415451976897,218.80480400279632,227.7350946620375,228.3010339830323
1,1-5,1-5-19,189.7517206710158,192.74911085134525,209.8140490655838,208.09587992053494,213.71745659626615,228.4186021162181,218.4589636821653,231.16831239645046,240.72431429650985
1,1-5,1-5-20,205.41783343126448,213.37801375325412,220.94312006500942,217.10837448467743,221.96006965736353,214.24002433162312,213.5529741441568,233.38689860285675,242.28466483771302
1,1-5,1-5-21,212.4189673826456,212.68818728892228,216.7289190662088,216.10082920991215,221.38133303230154,227.36139125248604,219.9299956120932,225.95514994225312,232.13890317856578
1,1-5,1-5-22,189.0442195715589,203.67479708506875,202.78128498898104,205.868557733299,207.79926969726793,219.2527062407784,217.1528100057098,216.19021939311065,224.62061155845208
1,1-5,1-5-23,199.25233470447046,205.1128471886215,215.11014625416658,213.47466546677146,217.07674740807394,224.93270768393998,222.1083593056056,227.4322254615177,240.76149543302017
1,1-5,1-5-24,201.19422932439025,210.54370486878602,212.4113682347968,211.97699786646575,223.2100628893769,232.4081003349365,212.65437248764962,234.7741262458601,236.07053114359704
1,1-5,1-5-25,212.9948032766586,224.1251132361424,227.50040195496626,228.1866909390592,233.20748194337864,247.71547658700297,234.1114719168314,249.25532367933877,261.81643071456654
1,1-6,1-6-1,189.1449854846648,202.49870621557443,201.05643613771704,203.95740384480877,217.45736446126264,210.16415036142433,217.24277464288406,209.98905025019775,224.07481801886146
1,1-6,1-6-2,194.7170002591927,197.07167454865328,207.98254924560422,200.4901508927486,219.21858753807885,222.67965710866736,224.76871535863341,228.5154112840895,233.79309594218608
1,1-6,1-6-3,186.2795890736735,199.61869466056413,208.90580947217055,211.68725218789612,206.45340875844084,220.1999749605966,217.75594850129747,224.02633725774996,238.6689039745309
1,1-6,1-6-4,193.65520239649493,203.96916864682223,216.4296825519139,208.80894218642962,213.0783410601663,221.18056391068555,221.96285908802747,231.65824702182928,242.29062227417486
1,1-6,1-6-5,195.21291952452063,204.89138071185712,209.36863137201792,209.5840906906605,209.49778116367818,219.23519564727843,220.9100764072538,224.85387541610777,237.81128752103194
1,1-6,1-6-6,180.988088353509,202.1221440808024,201.62563318333753,200.77837593470164,219.07120091008125,228.63968392202915,216.9339323332307,226.12081658983521,239.555225935467
1,1-6,1-6-7,197.4694113121129,199.10243716545367,205.6902545909858,205.68444662856723,205.89854548175504,206.58307738242755,208.7722915695005,210.34346178820888,212.0447076962875
1,1-6,1-6-8,202.80363939018463,208.3420264635102,220.4309672265043,206.20057616658326,214.62785518466433,225.58452673972576,219.32480206230798,221.68556674634098,238.5247302615779
1,1-6,1-6-9,200.67277763248717,203.44141447241202,205.88873517607595,214.1279263563286,211.90298283171492,226.06847928329876,213.02042132849965,221.99856313697106,226.31770262186427
1,1-6,1-6-10,209.26449015769998,207.38189561820255,212.11541042092824,213.74497654185632,219.38311383217808,221.77066040547294,225.9142037197459,235.12622118974045,235.17891535568387
1,1-6,1-6-11,178.4905128114709,179.0782152673504,190.30414817712716,175.4308489300428,191.44092700068262,197.1186395849766,194.28010647843266,197.9151115747548,192.44544702563215
1,1-6,1-6-12,203.0940185137935,210.23095266614985,201.11904782268385,205.35586836650856,209.41156039556526,223.63979159715805,211.73952305938002,207.89883567266943,222.0165135720653
1,1-6,1-6-13,197.59169257635023,197.27393606932387,212.1694738136255,200.9123339624907,208.6213932302397,218.05829348995752,216.17978918897248,213.07434056213933,216.56375558814543
1,1-6,1-6-14,183.03523991902628,190.96014450941055,195.6479935499139,194.69549819700765,208.75823593882515,211.365599235795,210.48874797053895,213.65833932615138,222.2303983089499
1,1-6,1-6-15,181.7116856268415,189.2255674543575,194.08230862073216,203.1650062205402,203.18879613588464,212.85829494861937,212.25201550778448,208.8249755933097,218.8148422009001
1,1-6,1-6-16,193.70247496593515,201.8384173797976,218.5901962685532,203.80872683554077,222.47207930923486,216.87775327408676,216.39011802725327,216.0536193884823,222.9315059773849
1,1-6,1-6-17,187.13494329169396,201.5125875030402,208.33104934310583,202.84574349627846,213.68686529686076,225.4901064727644,222.82093795293608,230.5009462240589,237.68156514070895
1,1-6,1-6-18,190.47891862453466,198.2178479755077,218.7867357587015,193.96690157664094,214.81881972313346,221.2703396581877,224.27085226494572,230.17683411909596,239.443405857033
1,1-6,1-6-19,200.21093371194672,202.3937364931646,209.81436305110626,215.70480178184204,213.37365370920477,221.342853973548,224.08355977868868,231.14014312755728,235.50058785123053
1,1-6,1-6-20,197.66620821134552,206.8339236217723,215.1179924332055,221.82576609201863,232.89572247779714,233.58085698320272,247.96723319710043,253.83532354550428,249.3048300106934
1,1-6,1-6-21,206.35871744764356,219.13532267491058,223.921062074979,221.87027623901145,234.0375070788164,237.9848238977238,244.05271095568838,243.14140707680147,253.79085376413772
1,1-6,1-6-22,207.22844911878252,206.57210881279468,210.93130843336894,210.82808029518912,210.4756082512946,222.5967313474333,211.22957674922702,218.8750455525202,227.33450490324637
1,1-6,1-6-23,214.79400481408402,216.6678405180575,219.92621623379173,230.7942219278122,233.66005937825574,234.92492274094968,231.29211271769304,236.6521755889418,245.65082226534236
1,1-6,1-6-24,203.38359162629027,215.50548309755942,214.3835295053727,218.50495324378602,222.30892673326193,233.90334552719042,223.28501550824691,236.1868209875975,233.77029032298452
1,1-6,1-6-25,197.5092383897742,190.88054442245001,205.5171337848044,201.2502581014248,206.98953424187508,214.1365677088995,210.45166363436925,222.05740454807105,228.1851572285326
1,1-7,1-7-1,192.47270987798993,186.42301321880993,199.66667739573123,205.64336935417674,209.93142016977112,200.05305635765194,206.4626836733659,209.15776052714867,223.45016305715657
1,1-7,1-7-2,194.91105082530694,196.01504765551238,203.15568101351838,206.97259725627922,208.85946310860882,202.79748421481705,207.35485682520843,219.82263327172106,229.74558720438648
1,1-7,1-7-3,189.80893028741664,200.56823652194237,206.7245734817324,204.5258870842776,212.55571006846168,214.98884426634584,211.34444511296036,219.66007424595398,237.53602983916127
1,1-7,1-7-4,186.23846264853836,204.7654149981144,203.9705662357786,205.53770070637918,205.32597136489147,220.92460363244743,213.13880863479463,235.83124166151907,227.09335515011085
1,1-7,1-7-5,196.30241466312256,200.0822211688874,211.19111208055153,200.19415588851433,211.18743674490554,219.62533379739241,213.76225444097435,215.77926612386085,214.49380053518337
1,1-7,1-7-6,183.03692304369955,189.80254511375577,194.37397355884724,180.15744739931583,192.72299526363534,189.3097451423597,183.41442853509523,194.55202624919806,199.30218603133582
1,1-7,1-7-7,194.00271339674734,194.75177164095024,209.8029688920269,206.35548658508407,211.70697207407812,219.60569427234043,222.9797365734242,235.44093968418093,241.5505390272055
1,1-7,1-7-8,201.92191545184718,199.1566490177046,201.71941546239628,206.17658275302196,219.56490872205202,216.71130995855867,213.7622102309918,236.40420527521502,238.8459752867588
1,1-7,1-7-9,191.86345042516896,200.13337399730867,207.98037055402403,208.73427849896478,206.28662736536882,223.25724147789242,224.3336337661421,227.67787502182182,236.48319663735694
1,1-7,1-7-10,194.25078522150775,191.12747469674403,200.9728643311252,200.715832549528,190.5235058950279,203.659969572069,200.00110313068413,213.6767767079417,213.5510146460876
1,1-7,1-7-11,188.42946238726054,194.1464971619536,196.14908092673127,205.27223420057052,209.46693075593075,212.95084815804785,205.288317987245,208.27082369319984,220.4185950691393
1,1-7,1-7-12,195.14170101167136,198.76066182030382,218.94717523686677,219.30698043608174,220.52516592825248,236.0904080793326,235.86069689659192,244.27063513111142,243.80929185749704
1,1-7,1-7-13,189.43994062915542,193.1672773512418,210.38946411576694,207.47181645539953,214.99509314608108,225.92292471679818,216.66939993160867,229.0111781923055,240.42202437790118
1,1-7,1-7-14,216.183132785372,221.34408958653626,223.50436031843702,231.0888057085929,229.36175868214906,228.8503735470844,224.0745052752825,234.46085069465298,240.45314361362801
1,1-7,1-7-15,194.0581867538823,190.1448012271201,199.58555079880682,212.1964044106014,206.87277484379223,211.87373961952537,202.99942798856375,215.7444285848344,218.44132891494795
